Word,Tag,Lemma,CorrectWord
ríkisstjórnar,nvee,ríkisstjórn,ríkisstjórnar
",",",",",",","
er,ct,er,er
styðjist,svm3fn,styðja,styðjist
við,ao,við,við
meiríhlutafylgi,nheo,meiríhlutafylgi,meirihlutafylgi
á,aþ,á,á
Alþingi,nheþ-s,Alþingi,Alþingi
.,.,.,.
,,,
SIfkt,nken,sifkt,Slíkt
liggur,sfg3en,liggja,liggur
i,e,i,í
hlutarins,nkeeg,hlutur,hlutarins
eðli,nheo,eðli,eðli
",",",",",",","
og,c,og,og
mun,sfg1en,munu,mun
ég,fp1en,ég,ég
eigi,aa,eigi,eigi
fjölyrða,sng,fjölyrða,fjölyrða
um,ao,um,um
það,fpheo,það,það
.,.,.,.
,,,
Hins,fakee,hinn,Hins
vildi,sfg1eþ,vilja,vildi
ég,fp1en,ég,ég
minnast,snm,minna,minnast
",",",",",",","
sem,ct,sem,sem
nýlunda,nven,nýlunda,nýlunda
er,sfg3en,vera,er
",",",",",",","
að,c,að,að
þetta,fahen,þessi,þetta
þing,nhen,þing,þing
er,sfg3en,vera,er
kvatt,sþghen,kveðja,kvatt
samau,nhen,samau,saman
á,aþ,á,á
miðju,lheþsf,miður,miðju
hátiðarári,nheþ,hátiðarár,hátíðarári
í,aþ,í,í
Iífí,nheþ-s,Iífí,lífi
íslensku,lveevf,íslenskur,íslensku
þjóðarinnar,nveeg,þjóð,þjóðarinnar
",",",",",",","
og,c,og,og
fyrir,aþ,fyrir,fyrir
því,fpheþ,það,því
liggur,sfg3en,liggja,liggur
innan,ae,innan,innan
skamms,lheesf,skammur,skamms
að,cn,að,að
halda,sng,halda,halda
fund,nkeo,fundur,fund
á,aþ,á,á
sjálfu,fbheþ,sjálfur,sjálfu
Lögbergi,nheþ-s,Lögberg,Lögbergi
á,aþ,á,á
Þingvöllum,nkfþ-s,Þingvellir,Þingvöllum
við,ao,við,við
Öxará,nveo-s,Öxará,Öxará
",",",",",",","
þeim,fakeþ,sá,þeim
fornhelga,lkeþvf,fornhelgur,fornhelga
stað,nkeþ,staður,stað
",",",",",",","
sem,ct,sem,sem
mestur,lkense,mikill,mestur
svípur,sfg3en,svípa,svipur
er,sfg3en,vera,er
yfir,aþ,yfir,yfir
i,e,i,í
sögu,nvee,saga,sögu
lands,nhee,land,lands
vors,fekee,vor,vors
",",",",",",","
þeim,fakeþ,sá,þeim
stað,nkeþ,staður,stað
",",",",",",","
sem,c,sem,sem
marga,lkfosf,margur,marga
bestu,lkfove,góður,bestu
menn,nkfo,maður,menn
þjóðarinnar,nveeg,þjóð,þjóðarinnar
á,aþ,á,á
fyrri,lveþvm,fyrri,fyrri
öld,nveþ,öld,öld
dreymdi,sfg3eþ,dreyma,dreymdi
um,ao,um,um
",",",",",",","
að,c,að,að
verða,sng,verða,verða
mætti,svg3eþ,mega,mætti
aðsetur,nhen,aðsetur,aðsetur
hins,ghee,hinn,hins
endurreista,nhfe,endurreisti,endurreista
Alþingis,nhee-s,Alþingi,Alþingis
Íslendinga,nkfe-s,Íslendingur,Íslendinga
.,.,.,.
,,,
Og,c,og,Og
fyrir,ao,fyrir,fyrir
þetta,faheo,þessi,þetta
mun,sfg3en,munu,mun
það,fphen,það,það
verða,sng,verða,verða
yður,fp2fþ,þér,yður
minnisstætt,lhensf,minnisstæður,minnisstætt
",",",",",",","
yður,fp2fþ,þér,yður
öllum,fokfþ,allur,öllum
",",",",",",","
en,c,en,en
þó,aa,þó,þó
ef,c,ef,ef
til,aa,til,til
viIl,lhenof,viil,vill
ekki,aa,ekki,ekki
síst,aae,síst,síst
þeim,fakfþ,hann,þeim
alþingismönnum,nkfþ,alþingismaður,alþingismönnum
",",",",",",","
sem,ct,sem,sem
nú,aa,nú,nú
taka,sfg3fn,taka,taka
sæti,nheo,sæti,sæti
í,aþ,í,í
þingsölum,nhfþ,þingsal,þingsölum
í,ao,í,í
fyrsta,lheove,fyrr,fyrsta
sinn,nheo,sinn,sinn
sem,ct,sem,sem
kjiirnir,nkfng,kjiur,kjörnir
fulltrúar,nkfn,fulltrúi,fulltrúar
þjóðarinnar,nveeg,þjóð,þjóðarinnar
.,.,.,.
,,,
Því,fpheþ,það,Því
að,c,að,að
þetta,fahen,þessi,þetta
er,sfg3en,vera,er
nýkjörið,lhensf,nýkjörinn,nýkjörið
þing,nhen,þing,þing
",",",",",",","
sem,ct,sem,sem
mi,nkeþ,mur,nú
kemur,sfg3en,koma,kemur
saman,aa,saman,saman
.,.,.,.
,,,
Bekkurinn,nkeng,bekkur,Bekkurinn
er,sfg3en,vera,er
að,aþ,að,að
þessu,faheþ,þessi,þessu
sinni,nheþ,sinn,sinni
setinn,lkensf,setinn,setinn
",",",",",",","
eins,aa,eins,eins
og,c,og,og
ætið,nheng,æti,ætið
",",",",",",","
að,c,að,að
meiri,lkeovm,mikill,meiri
hluta,nkeo,hluti,hluta
af,aþ,af,af
alþiagismönnum,nkfþ,alþiagismaður,alþingismönnum
.,.,.,.
,,,
sem,c,sem,sem
hafa,sfg3fn,hafa,hafa
langa,lveosf,langur,langa
þingreynslu,nveo,þingreynsla,þingreynslu
að,aþ,að,að
baki,nheþ,bak,baki
og,c,og,og
þjóðin,nveng,þjóð,þjóðin
hefur,sfg3en,hafa,hefur
vottað,ssg,votta,vottað
traust,nheo,traust,traust
sitt,feheo,sinn,sitt
með,aþ,með,með
endurkjöri,nheþ,endurkjör,endurkjöri
",",",",",",","
en,c,en,en
einnig,aa,einnig,einnig
nýjum,lkfþsf,nýr,nýjum
mönnum,nkfþ,maður,mönnum
",",",",",",","
sem,ct,sem,sem
nú,aa,nú,nú
hafa,sfg3fn,hafa,hafa
í,ao,í,í
fyrsta,lheove,fyrr,fyrsta
sinn,nheo,sinn,sinn
verið,ssg,vera,verið
kvaddir,sþgkfn,kveðja,kvaddir
tiI,nkeo,tiir,til
þess,fakee,sá,þess
vegs,nkee,vegur,vegs
og,c,og,og
vanda,nkee,vandi,vanda
",",",",",",","
sem,ct,sem,sem
þingmennskunni,nveþg,þingmennska,þingmennskunni
vissulega,aa,vissulega,vissulega
fylgir,sfg3en,fylgja,fylgir
.,.,.,.
,,,
En,c,en,En
hvort,c,hvort,hvort
sem,c,sem,sem
eru,sfg3fn,vera,eru
eldri,lhfnvm,gamall,eldri
eða,c,eða,eða
yngri,lhfnvm,ungur,yngri
",",",",",",","
bið,sfg1en,biðja,bið
ég,fp1en,ég,ég
yður,fp2fo,þér,yður
öll,fohfo,allur,öll
heil,lhfosf,heill,heil
tiI,nkeo,tiir,til
þings,nhee,þing,þings
komin,sþgven,koma,komin
og,c,og,og
óska,sfg1en,óska,óska
yður,fp2fþ,þér,yður
velfarnaðar,nkee,velfarnaður,velfarnaðar
í,aþ,í,í
störfum,nhfþ,starf,störfum
yðar,fp2fe,þér,yðar
.,.,.,.
,,,
[,[,[,[
Þingheimur,nken-s,Þingheimur,Þingheimur
stóð,sfg3eþ,standa,stóð
upp,aa,upp,upp
og,c,og,og
forsættsráðherra,nken,forsættsráðherra,forsætisráðherra
Ólafur,nken-s,Ólafur,Ólafur
Jóhannesson,nken-s,Jóhannesson,Jóhannesson
mæltí,nhen,mæltí,mælti
:,:,:,:
„,nkeo,„ur,„
Heíll,nkeo-s,Heíllur,Heill
forseta,nkeo,forseti,forseta
vorum,sfg1fþ,vera,vorum
og,c,og,og
fósturjörð,nveo,fósturjörð,fósturjörð
.,.,.,.
,,,
Þingmenn,nkfn,þingmaður,Þingmenn
tóku,sfg3fþ,taka,tóku
undir,ao,undir,undir
þessi,fahfo,þessi,þessi
orð,nhfo,orð,orð
með,aþ,með,með
ferföldu,lheþsf,ferfaldur,ferföldu
húrrahrópi,nheþ,húrrahróp,húrrahrópi
.,.,.,.
],],],]
Samkvæmt,aþ,samkvæmt,Samkvæmt
1.,ta,1.,1.
gr.,nveþ,gr.,gr.
þingskapa,nhfe,þingsköp,þingskapa
ber,sfg3en,bera,ber
nú,aa,nú,nú
aldursforseta,nkeo,aldursforseti,aldursforseta
að,cn,að,að
stjórna,sng,stjórna,stjórna
fundi,nkeþ,fundur,fundi
",",",",",",","
þar,aa,þar,þar
tiI,nkeo,tiir,til
kosning,nven,kosning,kosning
forseta,nkee,forseti,forseta
sameinaðs,lheesf,sameinaður,sameinaðs
Alþingis,nhee-s,Alþingi,Alþingis
hefur,sfg3en,hafa,hefur
farið,ssg,fara,farið
fram,aa,fram,fram
",",",",",",","
og,c,og,og
bið,sfg1en,biðja,bið
ég,fp1en,ég,ég
aldursforseta,nkeo,aldursforseti,aldursforseta
",",",",",",","
Guðlaug,nven-s,Guðlaug,Guðlaug
Gislason,nken-s,Gislason,Gíslason
",",",",",",","
3.,ta,3.,3.
þm.,lheþsf,þm.,þm.
,,,
Suðurlands,nhee-s,Suðurland,Suðurlands
",",",",",",","
að,cn,að,að
ganga,sng,ganga,ganga
tiI,nkeo,tiir,til
forsetastóls,nkee,forsetastóll,forsetastóls
.,.,.,.
,,,
Frsm.,nven,Frsm.,Frsm.
1.,ta,1.,1.
kjördeildar,nvee,kjördeild,kjördeildar
(,(,(,(
Aael,nxen-s,Aael,Axel
Jónseon,nxen-s,Jónseon,Jónsson
),),),)
:,:,:,:
Herra,nkee,herra,Herra
forseti,nken,forseti,forseti
.,.,.,.
,,,
1.,ta,1.,1.
kjördeild,nven,kjördeild,kjördeild
fékk,sfg3eþ,fá,fékk
til,ae,til,til
athugunar,nvee,athugun,athugunar
kjörbréf,nheo,kjörbréf,kjörbréf
alþm.,lheþsf,alþm.,alþm.
i,e,i,í
3.,ta,3.,3.
kjördeiId,nven,kjördeiid,kjördeild
",",",",",",","
og,c,og,og
voru,sfg3fþ,vera,voru
kjördeildarmenn,nkfn,kjördeildarmaður,kjördeildarmenn
einróma,aa,einróma,einróma
samþykkir,sfg3en,samþykkja,samþykkir
að,cn,að,að
mæla,sng,mæla,mæla
með,aþ,með,með
samþykkt,nveþ,samþykkt,samþykkt
þeirra,fpkfe,hann,þeirra
",",",",",",","
en,c,en,en
kjörbréfin,nhfng,kjörbréf,kjörbréfin
eru,sfg3fn,vera,eru
eftirfarandi,lhfnof,eftirfarandi,eftirfarandi
:,:,:,:
1,ta,1,1
.,.,.,.
,,,
Kjörbréf,nhen,kjörbréf,Kjörbréf
Lúðviks,nkee-s,Lúðvikur,Lúðvíks
Jósepssonar,nkee-s,Jósepsson,Jósepssonar
",",",",",",","
Neskaupstað,nkeþ-s,Neskaupstaður,Neskaupstað
",",",",",",","
2.,ta,2.,2.
þm.,lheþsf,þm.,þm.
,,,
Kjörbréf,nhen,kjörbréf,Kjörbréf
Halldórs,nkee-s,Halldór,Halldórs
Ásgrlmssonar,nkee-s,Ásgrlmsson,Ásgrímssonar
",",",",",",","
Höfn,nveþ-s,Höfn,Höfn
",",",",",",","
Hornafirði,nkeþ-s,Hornafjörður,Hornafirði
",",",",",",","
5.,ta,5.,5.
þm.,lheþsf,þm.,þm.
,,,
Kjörbréf,nhen,kjörbréf,Kjörbréf
Matthiasar,nkee-s,Matthias,Matthíasar
Bjarnasonar,nkee-s,Bjarnason,Bjarnasonar
",",",",",",","
Ísafirði,nkeþ-s,Ísafjörður,Ísafirði
",",",",",",","
1.,ta,1.,1.
þm.,lheþsf,þm.,þm.
,,,
Kjörbréf,nhen,kjörbréf,Kjörbréf
Pálma,nkee-s,Pálmi,Pálma
Jónssonar,nkee-s,Jónsson,Jónssonar
",",",",",",","
Akrí,nken-s,Akrí,Akri
",",",",",",","
2.,ta,2.,2.
þm.,lheþsf,þm.,þm.
,,,
Kjörbréf,nhen,kjörbréf,Kjörbréf
Ragnhildar,nvee-s,Ragnhildur,Ragnhildar
Helgadóttnr,nven-s,Helgadóttnr,Helgadóttur
",",",",",",","
Reykjavík,nveo-s,Reykjavík,Reykjavík
",",",",",",","
5.,ta,5.,5.
þm.,lheþsf,þm.,þm.
,,,
Reykjavik,nhfn,reykjavik,Reykjavík
",",",",",",","
18.,ta,18.,18.
júli,nveþ,júli,júlí
1974,ta,1974,1974
.,.,.,.
,,,
Um,ao,um,Um
þetta,faheo,þessi,þetta
náðist,sfm3eþ,ná,náðist
samkomulag,nhen,samkomulag,samkomulag
á,aþ,á,á
síðasta,lheþve,síðari,síðasta
kjörtimabili,nheþ,kjörtimabil,kjörtímabili
.,.,.,.
,,,
Ég,fp1en,ég,Ég
tel,sfg1en,telja,tel
ekki,aa,ekki,ekki
ástæðu,nveo,ástæða,ástæðu
tiI,nkeo,tiir,til
að,cn,að,að
rekja,sng,rekja,rekja
þær,favfo,hún,þær
samningaviðræður,nvfo,samningaviðræður,samningaviðræður
",",",",",",","
sem,ct,sem,sem
fóru,sfg3fþ,fara,fóru
fram,aa,fram,fram
milli,ae,milli,milli
formanna,nkfe,formaður,formanna
þingflokkanna,nkfeg,þingflokkur,þingflokkanna
",",",",",",","
en,c,en,en
ég,fp1en,ég,ég
vil,sfg1en,vilja,vil
benda,sng,benda,benda
á,ao,á,á
",",",",",",","
að,c,að,að
síðasta,lhenve,síðari,síðasta
tilboð,nhen,tilboð,tilboð
",",",",",",","
sem,ct,sem,sem
ég,fp1en,ég,ég
stóð,sfg1eþ,standa,stóð
að,c,að,að
ásamt,aa,ásamt,ásamt
form,nheo,form,form
.,.,.,.
,,,
Þetta,fahen,þessi,Þetta
er,sfg3en,vera,er
nokkru,foheþ,nokkur,nokkru
meira,lhenvm,mikill,meira
en,c,en,en
samkomulag,nhen,samkomulag,samkomulag
varð,sfg3eþ,verða,varð
um,aa,um,um
á,aþ,á,á
siðasta,lheþve,siður,síðasta
þingi,nheþ,þing,þingi
.,.,.,.
,,,
Þvi,nken,þvi,því
miður,aam,lítt,miður
náðist,sfm3eþ,ná,náðist
ekki,aa,ekki,ekki
samkomulag,nhen,samkomulag,samkomulag
um,ao,um,um
þessa,fakfo,þessi,þessa
till.,nhfo,till.,till.
",",",",",",","
og,c,og,og
þess,fphee,það,þess
vegna,ae,vegna,vegna
hefur,sfg3en,hafa,hefur
farið,ssg,fara,farið
þannig,aa,þannig,þannig
",",",",",",","
að,c,að,að
forsetar,nkfn,forseti,forsetar
verða,sfg3fn,verða,verða
kjörnir,lkfnsf,kjörinn,kjörnir
",",",",",",","
án,ae,án,án
þess,fphee,það,þess
að,c,að,að
allsherjar,nkee,allsher,allsherjar
samkomulag,nhen,samkomulag,samkomulag
hafi,svg3en,hafa,hafi
náðst,ssm,ná,náðst
.,.,.,.
,,,
Þá,aa,þá,Þá
fór,sfg3eþ,fara,fór
fram,aa,fram,fram
kosning,nven,kosning,kosning
annars,fokee,annar,annars
varaforseta,nkee,varaforseti,varaforseta
",",",",",",","
og,c,og,og
hlaut,sfg3eþ,hljóta,hlaut
kosningu,nveo,kosning,kosningu
Vilhjálmur,nken-s,Vilhjálmur,Vilhjálmur
Hjálmarseon,nken-s,Hjálmarseon,Hjálmarsson
",",",",",",","
1.,ta,1.,1.
þm.,lheþsf,þm.,þm.
,,,
Þessu,faheþ,þessi,Þessu
næst,aae,nærri,næst
voru,sfg3fþ,vera,voru
kosnir,lkfnsf,kosinn,kosnir
skrifarar,nkfn,skrifari,skrifarar
sameínaðs,lheesf,sameínaður,sameinaðs
þings,nhee,þing,þings
",",",",",",","
að,aþ,að,að
viðhafðri,lveþsf,viðhafður,viðhafðri
hlutfallskosningu,nveþ,hlutfallskosning,hlutfallskosningu
.,.,.,.
,,,
Loks,aa,loks,Loks
var,sfg3eþ,vera,var
tekin,sþgven,taka,tekin
tiI,nkeo,tiir,til
meðferðar,nvee,meðferð,meðferðar
kosning,nven,kosning,kosning
20,ta,20,20
þingmanna,nkfe,þingmaður,þingmanna
tiI,nkeo,tiir,til
að,c,að,að
skipa,nhfe,skip,skipa
efri,lveþvm,efri,efri
deiId,nveþ,deiid,deild
.,.,.,.
,,,
HlutfalIskosning,nven,hlutfaliskosning,Hlutfallskosning
var,sfg3eþ,vera,var
viðhöfð,sþgven,viðhafa,viðhöfð
",",",",",",","
og,c,og,og
komu,sfg3fþ,koma,komu
fram,aa,fram,fram
tveir,tfkfn,tveir,tveir
listar,nkfn,listi,listar
.,.,.,.
,,,
Fundurinn,nkeng,fundur,Fundurinn
var,sfg3eþ,vera,var
settur,sþgken,setja,settur
af,aþ,af,af
aldursforseta,nkeþ,aldursforseti,aldursforseta
",",",",",",","
Jóní,nken-s,Jóní,Jóni
Árnasyni,nkeþ-s,Árnason,Árnasyni
",",",",",",","
2.,ta,2.,2.
þm.,lheþsf,þm.,þm.
,,,
Deildina,nveog,deild,Deildina
skipuðu,sfg3fþ,skipa,skipuðu
þessír,nkeþ,þessír,þessir
þm.,lheþsf,þm.,þm.
:,:,:,:
1,ta,1,1
.,.,.,.
,,,
Ingí,nken,ingí,Ingi
Tryggvason,nken-s,Tryggvason,Tryggvason
",",",",",",","
6.,ta,6.,6.
þm.,lheþsf,þm.,þm.
,,,
Stefán,nken-s,Stefán,Stefán
Jónssen,nken-s,Jónssen,Jónsson
",",",",",",","
5.,ta,5.,5.
þm.,lheþsf,þm.,þm.
,,,
Steingímur,nken,steingímur,Steingrímur
Hermannsson,nken-s,Hermannsson,Hermannsson
",",",",",",","
2.,ta,2.,2.
þm.,lheþsf,þm.,þm.
,,,
Kosníngu,nveþ,kosnínga,Kosningu
hlaut,sfg3eþ,hljóta,hlaut
Ásgeir,nken-s,Ásgeir,Ásgeir
Bjarnason,nken-s,Bjarnason,Bjarnason
",",",",",",","
1.,ta,1.,1.
þm.,lheþsf,þm.,þm.
,,,
Annar,foken,annar,Annar
varaforseti,nken,varaforseti,varaforseti
var,sfg3eþ,vera,var
kosinn,sþgken,kjósa,kosinn
Helgi,nken-s,Helgi,Helgi
F.,nhee-s,F.,F.
9eljan,ta,9eljan,Seljan
",",",",",",","
7.,ta,7.,7.
landsk.,nveþ,landsk.,landsk.
þm.,lheþsf,þm.,þm.
",",",",",",","
með,aþ,með,með
12,ta,12,12
atkv.,sbg2en,atkv.,atkv.
",",",",",",","
en,c,en,en
8,ta,8,8
seðlar,nkfn,seðill,seðlar
voru,sfg3fþ,vera,voru
auðir,lkfnsf,auður,auðir
.,.,.,.
,,,
---,ta,---,---
---,ta,---,---
HalIdór,nken-s,Halidór,Halldór
Ásgrímsson,nken-s,Ásgrímsson,Ásgrímsson
.,.,.,.
,,,
Garðar,nkeo-s,Garðar,Garðar
Krlstjánsson,nken-s,Krlstjánsson,Kristjánsson
.,.,.,.
,,,
DeiIdina,nveog,deiid,Deildina
skipuðu,sfg3fþ,skipa,skipuðu
þessír,nkeþ,þessír,þessir
þm.,lheþsf,þm.,þm.
:,:,:,:
1,ta,1,1
.,.,.,.
,,,
Guðlaugur,nken-s,Guðlaugur,Guðlaugur
Gislason,nken-s,Gislason,Gíslason
",",",",",",","
3.,ta,3.,3.
þm.,lheþsf,þm.,þm.
,,,
Kosning,nven,kosning,Kosning
forseta,nkee,forseti,forseta
og,c,og,og
skrífara,nvfe,skríför,skrifara
.,.,.,.
,,,
Alduraforaeti,nken,alduraforaeti,Aldurforseti
(,(,(,(
Guðlaugur,nken-s,Guðlaugur,Guðlaugur
Gíslason,nken-s,Gíslason,Gíslason
),),),)
:,:,:,:
Ejns,nven-s,Ejns,Eins
og,c,og,og
ég,fp1en,ég,ég
gat,sfg1eþ,geta,gat
um,aa,um,um
áðan,aa,áðan,áðan
og,c,og,og
hér,aa,hér,hér
hefur,sfg3en,hafa,hefur
komið,ssg,koma,komið
fram,aa,fram,fram
",",",",",",","
er,sfg3en,vera,er
hinn,faken,hinn,hinn
nýkjörni,nkeþ,nýkjörn,nýkjörni
forseti,nken,forseti,forseti
fjarverandi,lkenof,fjarverandi,fjarverandi
.,.,.,.
,,,
Vegna,ae,vegna,Vegna
fjarveru,nvee,fjarvera,fjarveru
hins,gkee,hinn,hins
nýkjörna,lkeevf,nýkjörinn,nýkjörna
forseta,nkee,forseti,forseta
Nd.,nkfo-s,Nd.,Nd.
tók,sfg3eþ,taka,tók
hinn,gken,hinn,hinn
kjörni,nkeþ,kjörn,kjörni
fyrri,lkenvm,fyrri,fyrri
varaforseti,nken,varaforseti,varaforseti
við,aþ,við,við
fundarstjóru,lheþsf,fundarstjór,fundarstjórn
on,nheþ,on,en
lét,sfg3eþ,láta,lét
fara,sng,fara,fara
fram,aa,fram,fram
kosningu,nveo,kosning,kosningu
annars,fokee,annar,annars
varaforseta,nkee,varaforseti,varaforseta
.,.,.,.
,,,
Reykv.,nken,Reykv.,Reykv.
",",",",",",","
hlaut,sfg3eþ,hljóta,hlaut
1,ta,1,1
atkv.,lheþsf,atkv.,atkv.
",",",",",",","
en,c,en,en
16,ta,16,16
seðlar,nkfn,seðill,seðlar
voru,sfg3fþ,vera,voru
