Word,Tag,Lemma,CorrectWord
seljast,snm,selja,seljast
strax,aa,strax,strax
",",",",",",","
þá,aa,þá,þá
mundi,svg3eþ,munu,mundi
engu,foheþ,enginn,engu
að,aa,að,að
síður,aam,síður,síður
vaxa,sng,vaxa,vaxa
verulega,aa,verulega,verulega
velta,sng,velta,velta
happdrættisins,nkeeg,happdrættir,happdrættisins
og,c,og,og
möguleikar,nkfn,möguleiki,möguleikar
þess,fphee,það,þess
til,ae,til,til
fjáröflunar,nvee,fjáröflun,fjáröflunar
",",",",",",","
en,c,en,en
svo,aa,svo,svo
sem,ct,sem,sem
hv.,lheþsf,hv.,hv.
þdm.,lheþsf,þdm.,þdm.
er,sfg3en,vera,er
kunnugt,lhensf,kunnugur,kunnugt
",",",",",",","
eru,sfg3fn,vera,eru
nú,aa,nú,nú
fram,aa,fram,fram
undan,aa,undan,undan
stórkostlegar,lvfnsf,stórkostlegur,stórkostlegar
framkvæmdir,nvfn,framkvæmd,framkvæmdir
í,aþ,í,í
byggingarmálum,nhfþ,byggingarmál,byggingarmálum
Háskólans,nkeegs,Háskóli,Háskólans
",",",",",",","
svo,aa,svo,svo
stórar,lvfnsf,stór,stórar
",",",",",",","
að,c,að,að
þrátt,aa,þrátt,þrátt
fyrir,ao,fyrir,fyrir
þessa,faveo,þessi,þessa
aukningu,nveo,aukning,aukningu
happdrættisins,nkeeg,happdrættir,happdrættisins
",",",",",",","
sem,ct,sem,sem
ég,fp1en,ég,ég
tel,sfg1en,telja,tel
vera,sng,vera,vera
brýna,sng,brýna,brýna
nauðsyn,nveo,nauðsyn,nauðsyn
",",",",",",","
mun,sfg3en,munu,mun
happdrættið,nheng,happdrætti,happdrættið
ekki,aa,ekki,ekki
geta,sng,geta,geta
risið,ssg,rísa,risið
undir,aþ,undir,undir
byggingarkostnaði,nkeþ,byggingarkostnaður,byggingarkostnaði
mannvirkja,nhfe,mannvirki,mannvirkja
Háskólans,nkeegs,Háskóli,Háskólans
á,aþ,á,á
næstu,lhfþve,næstur,næstu
árum,nhfþ,ár,árum
",",",",",",","
svo,aa,svo,svo
sem,ct,sem,sem
hingað,aa,hingað,hingað
tit,sfg3en,tita,til
hefur,sfg3en,hafa,hefur
verið,ssg,vera,verið
.,.,.,.
,,,
nú,aa,nú,nú
fyrir,ao,fyrir,fyrir
áramót,nhfo,áramót,áramót
",",",",",",","
hvernig,aa,hvernig,hvernig
sem,c,sem,sem
stjórn,nven,stjórn,stjórn
happdrættisins,nkeeg,happdrættir,happdrættisins
að,aþ,að,að
öðru,foheþ,annar,öðru
leyti,nheþ,leyti,leyti
hagar,sfg2en,haga,hagar
svo,aa,svo,svo
framkvæmd,nveþ,framkvæmd,framkvæmd
þess,fphee,það,þess
",",",",",",","
hvort,c,hvort,hvort
sem,c,sem,sem
hún,fpven,hún,hún
byrjar,sfg3en,byrja,byrjar
útgáfu,nvee,útgáfa,útgáfu
þessa,fakee,þessi,þessa
flokks,nkee,flokkur,flokks
þegar,c,þegar,þegar
i,e,i,í
ársbyrjun,nveþ,ársbyrjun,ársbyrjun
",",",",",",","
en,c,en,en
ég,fp1en,ég,ég
tel,sfg1en,telja,tel
nauðsynlegt,lheosf,nauðsynlegur,nauðsynlegt
",",",",",",","
að,c,að,að
gert,sþghen,gera,gert
verði,svg1en,verða,verði
mögulegt,lhensf,mögulegur,mögulegt
fyrir,ao,fyrir,fyrir
happdrættið,nheog,happdrætti,happdrættið
að,cn,að,að
koma,sng,koma,koma
þeirri,faveþ,sá,þeirri
nýskipan,nveþ,nýskipan,nýskipan
þegar,c,þegar,þegar
á,aa,á,á
",",",",",",","
þannig,aa,þannig,þannig
að,c,að,að
ekki,aa,ekki,ekki
þyrfti,svg1eþ,þurfa,þyrfti
að,cn,að,að
stranda,sng,stranda,stranda
á,aþ,á,á
því,fpheþ,það,því
að,c,að,að
hv.,lkensf,hv.,hv.
Alþ.,nken-s,Alþ.,Alþ.
hefði,svg3eþ,hafa,hefði
ekki,aa,ekki,ekki
veitt,ssg,veita,veitt
þá,fpkfo,hann,þá
heimild,nveo,heimild,heimild
.,.,.,.
,,,
Frv.,aa,Frv.,Frv.
það,fahen,það,það
",",",",",",","
sem,ct,sem,sem
hér,aa,hér,hér
liggur,sfg3en,liggja,liggur
fyrir,aa,fyrir,fyrir
",",",",",",","
er,c,er,er
þess,fahee,það,þess
efnis,nhee,efni,efnis
að,cn,að,að
heimila,sng,heimila,heimila
Happdrætti,nken-s,Happdráttur,Happdrætti
Háskóla,nkeo-s,Háskóli,Háskóla
Islands,nkee-s,Island,Íslands
að,cn,að,að
gefa,sng,gefa,gefa
út,aa,út,út
nýjan,lkeosf,nýr,nýjan
flokk,nkeo,flokkur,flokk
hlutamiða,nhfe,hlutamið,hlutamiða
",",",",",",","
þannig,aa,þannig,þannig
að,c,að,að
flokkarnir,nkfng,flokkur,flokkarnir
verði,svg3fn,verða,verði
fjórir,tfkfn,fjórir,fjórir
.,.,.,.
,,,
Það,fphen,það,Það
er,sfg3en,vera,er
jafnframt,aa,jafnframt,jafnframt
kunnugt,lhensf,kunnugur,kunnugt
öllum,fohfþ,allur,öllum
hv.,nhfþ,hv.,hv.
þdm.,lheþsf,þdm.,þdm.
",",",",",",","
að,c,að,að
fram,aa,fram,fram
undan,aa,undan,undan
eru,sfg3fn,vera,eru
stórkostleg,lhfnsf,stórkostlegur,stórkostleg
verkefni,nhfn,verkefni,verkefni
á,aþ,á,á
þessu,faheþ,þessi,þessu
sviði,nheþ,svið,sviði
",",",",",",","
svo,aa,svo,svo
stórkostleg,lvensf,stórkostlegur,stórkostleg
",",",",",",","
að,c,að,að
það,fphen,það,það
er,sfg3en,vera,er
Ijóst,nken-s,Ijóst,ljóst
",",",",",",","
að,c,að,að
ekki,aa,ekki,ekki
er,sfg3en,vera,er
nein,foven,neinn,nein
leið,nven,leið,leið
til,ae,til,til
þess,fphee,það,þess
",",",",",",","
að,c,að,að
happdrættið,nheng,happdrætti,happdrættið
geti,svg3en,geta,geti
nema,sfg3fn,nema,nema
að,c,að,að
hluta,nkeo,hluti,hluta
til,ae,til,til
staðið,ssg,standa,staðið
undir,aþ,undir,undir
þessum,favfþ,þessi,þessum
byggingum,nvfþ,bygging,byggingum
.,.,.,.
,,,
Í,ao,í,Í
dag,nkeo,dagur,dag
er,sfg3en,vera,er
Happdrætti,nken-s,Happdráttur,Happdrætti
Háskóla,nkeo-s,Háskóli,Háskóla
Íslands,nhee-s,Ísland,Íslands
með,ao,með,með
útgefna,lheosf,útgefinn,útgefna
happdrættismiða,nkfe,happdrættismiði,happdrættismiða
",",",",",",","
sem,ct,sem,sem
gefa,sfg3fn,gefa,gefa
þeim,fpkfþ,hann,þeim
",",",",",",","
ef,c,ef,ef
það,fphen,það,það
nýtist,svm3eþ,nýa,nýtist
að,aþ,að,að
fullu,lheþsf,fullur,fullu
tæpar,lkensf,tæpar,tæpar
193,ta,193,193
millj.,tfhfn,millj.,millj.
kr.,nvfe,kr.,kr.
f,nhfn,f,í
veltu,sfg3fþ,velta,veltu
.,.,.,.
,,,
Í,aþ,í,Í
framhaldi,nheþ,framhald,framhaldi
af,aþ,af,af
þeim,fahfþ,það,þeim
orðum,nhfþ,orð,orðum
mínum,fehfþ,minn,mínum
",",",",",",","
sem,ct,sem,sem
ég,fp1en,ég,ég
sagði,sfg1eþ,segja,sagði
hér,aa,hér,hér
áðan,aa,áðan,áðan
",",",",",",","
að,c,að,að
það,fphen,það,það
væru,svg3fþ,vera,væru
fleiri,lkfnvm,margur,fleiri
aðilar,nkfn,aðili,aðilar
i,e,i,í
þjóðfélaginu,nheþg,þjóðfélag,þjóðfélaginu
",",",",",",","
sem,ct,sem,sem
notuðu,sfg3fþ,nota,notuðu
happdrætti,nkfo,happdráttur,happdrætti
sér,fpkeþ,sig,sér
til,ae,til,til
styrktar,nvee,styrkt,styrktar
",",",",",",","
þá,aa,þá,þá
vil,sfg1en,vilja,vil
ég,fp1en,ég,ég
aðeins,aa,aðeins,aðeins
benda,sng,benda,benda
hv.,lheþsf,hv.,hv.
þm.,lheþsf,þm.,þm.
t.d.,as,t.d.,t.d.
á,ao,á,á
samtök,nhfo,samtök,samtök
eins,aa,eins,eins
og,c,og,og
Hjartavernd,nheo-s,Hjartavernd,Hjartavernd
",",",",",",","
Íþróttasamband,nhen-s,Íþróttasamband,Íþróttasamband
Íslands,nhee-s,Ísland,Íslands
",",",",",",","
Krabbameinsfélag,nhen-s,Krabbameinsfélag,Krabbameinsfélag
Reykjavíkur,nvee-s,Reykjavík,Reykjavíkur
og,c,og,og
i,e,i,í
rauninni,nveþg,raun,rauninni
heildarsamtök,nhfn,heildarsamtök,heildarsamtök
krabbameinsfélaganna,nhfeg,krabbameinsfélag,krabbameinsfélaganna
",",",",",",","
Blindrafélagið,nhengs,Blindrafélagið,Blindrafélagið
",",",",",",","
Sjálfsbjörg,nven-s,Sjálfsbjörg,Sjálfsbjörg
",",",",",",","
Styrktarfélag,nhen-s,Styrktarfélag,Styrktarfélag
vangefinna,lheovm,vangefinn,vangefinna
",",",",",",","
Styrktarfélag,nhen-s,Styrktarfélag,Styrktarfélag
lamaðra,lvfesf,lamaður,lamaðra
og,c,og,og
fatlaðra,lkfesf,fatlaður,fatlaðra
",",",",",",","
auk,ae,auk,auk
tveggja,tfkfe,tveir,tveggja
næst,aþe,nærri,næst
stærstu,lkfþve,stór,stærstu
happdrættanna,nkfeg,happdrættur,happdrættanna
",",",",",",","
SÍBS,nkee-s,Síbur,SÍBS
og,c,og,og
DAS,nkee-s,Das,DAS
",",",",",",","
en,c,en,en
öllum,fokfþ,allur,öllum
er,sfg3en,vera,er
kunnugt,lhensf,kunnugur,kunnugt
um,ao,um,um
",",",",",",","
hvert,foheo,hver,hvert
ágóði,nken,ágóði,ágóði
þeirra,fpkfe,hann,þeirra
rennur,sfg3en,renna,rennur
.,.,.,.
,,,
Mér,fp1eþ,ég,Mér
satt,lhensf,sannur,satt
að,cn,að,að
segja,sng,segja,segja
krossbrá,nheo,krossbrá,krossbrá
",",",",",",","
þegar,c,þegar,þegar
ég,fp1en,ég,ég
varð,sfg1eþ,verða,varð
þess,fphee,það,þess
var,sfg3eþ,vera,var
",",",",",",","
að,c,að,að
þetta,fahen,þessi,þetta
mál,nhen,mál,mál
var,sfg3eþ,vera,var
ekki,aa,ekki,ekki
búið,lhensf,búinn,búið
i,e,i,í
2.,ta,2.,2.
umr.,nven,umr.,umr.
i,e,i,í
fyrri,lhfovm,fyrri,fyrri
d.,nhfo,d.,d.
",",",",",",","
þegar,c,þegar,þegar
sjálfir,fbkfn,sjálfur,sjálfir
forráðamenn,nkfn,forráðamaður,forráðamenn
Háskóla,nkee-s,Háskóli,Háskóla
Íslands,nhee-s,Ísland,Íslands
eru,sfg3fn,vera,eru
farnir,sþgkfn,fara,farnir
að,cn,að,að
auglýsa,sng,auglýsa,auglýsa
þessa,faveo,þessi,þessa
breytingu,nveo,breyting,breytingu
sem,ct,sem,sem
staðreynd,nveo,staðreynd,staðreynd
á,aþ,á,á
næsta,lheþve,næstur,næsta
ári,nheþ,ár,ári
",",",",",",","
þó,aa,þó,þó
að,c,að,að
hvorug,foven,hvorugur,hvorug
deild,nven,deild,deild
Alþ.,nvee-s,Alþ.,Alþ.
sé,svg3en,vera,sé
búin,lvensf,búinn,búin
að,cn,að,að
fjalla,sng,fjalla,fjalla
um,ao,um,um
það,fpheo,það,það
.,.,.,.
,,,
Þetta,fahen,þessi,Þetta
finnst,sfm3en,finna,finnst
mér,fp1eþ,ég,mér
út,aa,út,út
af,aa,af,af
fyrir,ao,fyrir,fyrir
sig,fpkeo,sig,sig
vera,sng,vera,vera
atriði,nhen,atriði,atriði
",",",",",",","
sem,ct,sem,sem
er,sfg3en,vera,er
vitavert,lhensf,vitaverður,vítavert
og,c,og,og
ekki,aa,ekki,ekki
samboðið,lhensf,samboðinn,samboðið
þeim,fakfþ,hann,þeim
mönnum,nkfþ,maður,mönnum
",",",",",",","
sem,ct,sem,sem
þarna,aa,þarna,þarna
eru,sfg3fn,vera,eru
forráðamenn,nkfn,forráðamaður,forráðamenn
.,.,.,.
,,,
berklasjúklinga,nkfo,berklasjúklingur,berklasjúklinga
",",",",",",","
er,ct,er,er
þau,fphfn,það,þau
hafa,sfg3fn,hafa,hafa
farið,ssg,fara,farið
fram,aa,fram,fram
á,ao,á,á
framlengingar,nvfo,framlenging,framlengingar
á,aþ,á,á
sinum,nvfþ,sin,sínum
leyfum,nvfþ,leyfa,leyfum
",",",",",",","
sem,ct,sem,sem
hafa,sfg3fn,hafa,hafa
verið,ssg,vera,verið
timabundin,lvensf,timabundinn,tímabundin
.,.,.,.
,,,
En,c,en,En
það,fphen,það,það
er,sfg3en,vera,er
spurningin,nveng,spurning,spurningin
um,ao,um,um
það,fpheo,það,það
",",",",",",","
hvar,aa,hvar,hvar
fólk,nhen,fólk,fólk
vill,sfg3en,vilja,vill
helst,aae,helst,helst
kaupa,sng,kaupa,kaupa
sina,nvfe,sina,sína
miða,nkeo,miði,miða
",",",",",",","
hvort,c,hvort,hvort
það,fphen,það,það
vill,sfg3en,vilja,vill
heldur,aam,heldur,heldur
kaupa,sng,kaupa,kaupa
þá,faveo,sá,þá
hjá,aþ,hjá,hjá
Happdrætti,nveþ-s,Happdrættur,Happdrætti
Háskólans,nkeegs,Háskóli,Háskólans
og,c,og,og
þá,fakfo,hann,þá
heilmiða,nkfo,heilmiði,heilmiða
",",",",",",","
sem,ct,sem,sem
aðallega,aa,aðallega,aðallega
er,sfg3en,vera,er
nú,aa,nú,nú
ætlunin,nveng,ætlun,ætlunin
að,cn,að,að
gefa,sng,gefa,gefa
út,aa,út,út
",",",",",",","
-,-,-,--
og,c,og,og
það,fphen,það,það
vill,sfg3en,vilja,vill
nú,aa,nú,nú
svo,aa,svo,svo
til,ae,til,til
",",",",",",","
að,c,að,að
hin,faven,hinn,hin
happdrættin,nveng,happdrætt,happdrættin
bæði,c,bæði,bæði
hafa,sfg3fn,hafa,hafa
aðeins,aa,aðeins,aðeins
heilmiða,nkeo,heilmiði,heilmiða
á,aþ,á,á
boðstólum,nkfþ,boðstólar,boðstólum
og,c,og,og
auglýsa,sfg3fn,auglýsa,auglýsa
það,fpheo,það,það
mjög,aa,mjög,mjög
",",",",",",","
að,c,að,að
þau,fphfn,það,þau
greiði,svg3fn,greiða,greiði
aðeins,aa,aðeins,aðeins
út,ao,út,út
heila,lkfosf,heill,heila
vinninga,nkfo,vinningur,vinninga
.,.,.,.
,,,
Þetta,fahen,þessi,Þetta
hefur,sfg3en,hafa,hefur
Happdrætti,nveo-s,Happdrættur,Happdrætti
Háskólans,nkeegs,Háskóli,Háskólans
ekki,aa,ekki,ekki
",",",",",",","
en,c,en,en
er,sfg3en,vera,er
nú,aa,nú,nú
að,cn,að,að
biðja,sng,biðja,biðja
um,ao,um,um
skipulagsbreytingu,nveo,skipulagsbreyting,skipulagsbreytingu
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
geta,sng,geta,geta
komið,ssg,koma,komið
sinum,nvfþ,sin,sínum
málum,nhfþ,mál,málum
i,e,i,í
það,faheo,það,það
horf,nheo,horf,horf
að,cn,að,að
verða,sng,verða,verða
þannig,aa,þannig,þannig
jafnsett,sþghen,jafnsetja,jafnsett
hinum,fakfþ,hinn,hinum
happdrættunum,nkfþg,happdrættur,happdrættunum
",",",",",",","
en,c,en,en
ekki,aa,ekki,ekki
til,ae,til,til
að,cn,að,að
fjölga,sng,fjölga,fjölga
hlutamiðum,nhfþ,hlutamið,hlutamiðum
.,.,.,.
,,,
Þetta,fahen,þessi,Þetta
er,sfg3en,vera,er
hv.,lhenvm,hv.,hv.
þdm.,nhen,þdm.,þdm.
mjög,aa,mjög,mjög
vel,aa,vel,vel
kunnugt,lhensf,kunnugur,kunnugt
af,aþ,af,af
þeim,favfþ,hún,þeim
grg.,nvfþ,grg.,grg.
",",",",",",","
sem,ct,sem,sem
nýlega,aa,nýlega,nýlega
hafa,sfg3fn,hafa,hafa
verið,ssg,vera,verið
birtar,sþgvfn,birta,birtar
af,aþ,af,af
hálfu,nveþ,hálfa,hálfu
háskólanefndarinnar,nveeg,háskólanefnd,háskólanefndarinnar
",",",",",",","
sem,ct,sem,sem
hefur,sfg3en,hafa,hefur
athugað,ssg,athuga,athugað
gaumgæfilega,aa,gaumgæfilega,gaumgæfilega
byggingarþarfir,nvfo,byggingarþörf,byggingarþarfir
Háskólans,nkeegs,Háskóli,Háskólans
á,aþ,á,á
næstu,lhfþve,næstur,næstu
árum,nhfþ,ár,árum
og,c,og,og
komist,svm3en,koma,komist
að,aþ,að,að
raun,nveþ,raun,raun
um,ao,um,um
það,fpheo,það,það
",",",",",",","
að,c,að,að
enda,aa,enda,enda
þótt,c,þótt,þótt
Happdrætti,nken-s,Happdráttur,Happdrætti
Háskóláns,nven-s,Háskóláns,Háskóláns
yrði,svg3eþ,verða,yrði
eflt,sþgven,efla,eflt
",",",",",",","
eins,aa,eins,eins
og,c,og,og
hér,aa,hér,hér
er,sfg3en,vera,er
gert,sþghen,gera,gert
ráð,nhen,ráð,ráð
fyrir,aa,fyrir,fyrir
",",",",",",","
þá,aa,þá,þá
mundi,svg3eþ,munu,mundi
vanta,sng,vanta,vanta
mjög,aa,mjög,mjög
mikið,lheosf,mikill,mikið
á,aþ,á,á
",",",",",",","
að,c,að,að
það,fphen,það,það
gæti,svg3eþ,geta,gæti
staðið,ssg,standa,staðið
undir,aþ,undir,undir
uppbyggingu,nveþ,uppbygging,uppbyggingu
Háskólans,nkeegs,Háskóli,Háskólans
",",",",",",","
þannig,aa,þannig,þannig
að,c,að,að
rikissjóður,nken,rikissjóður,ríkissjóður
yrði,svg3eþ,verða,yrði
að,cn,að,að
taka,sng,taka,taka
á,ao,á,á
sig,fpkeo,sig,sig
mjög,aa,mjög,mjög
verulegar,lvfosf,verulegur,verulegar
kvaðir,nvfo,kvöð,kvaðir
i,e,i,í
þessu,faheþ,þessi,þessu
efni,nheþ,efni,efni
.,.,.,.
,,,
Ég,fp1en,ég,Ég
tel,sfg1en,telja,tel
þess,fphee,það,þess
vegna,ae,vegna,vegna
ekki,aa,ekki,ekki
nema,c,nema,nema
skylt,lhensf,skyldur,skylt
og,c,og,og
sanngjarnt,lhensf,sanngjarn,sanngjarnt
að,cn,að,að
ganga,sng,ganga,ganga
til,ae,til,til
móts,nhee,mót,móts
við,ao,við,við
óskir,nvfo,ósk,óskir
háskólahappdrættisins,nkeeg,háskólahappdrættir,háskólahappdrættisins
",",",",",",","
ef,c,ef,ef
á,ao,á,á
einhvern,fokeo,einhver,einhvern
hátt,nkeo,háttur,hátt
væri,svg1eþ,vera,væri
hægt,lhensf,hægur,hægt
að,cn,að,að
létta,sng,létta,létta
þann,fakeo,sá,þann
bagga,nkeo,baggi,bagga
",",",",",",","
sem,ct,sem,sem
annars,aa,annars,annars
yrði,svg3eþ,verða,yrði
að,cn,að,að
falla,sng,falla,falla
á,ao,á,á
ríkissjóðinn,nkeog,ríkissjóður,ríkissjóðinn
i,e,i,í
þessu,faheþ,þessi,þessu
sambandi,nheþ,samband,sambandi
.,.,.,.
,,,
Ég,fp1en,ég,Ég
sé,sfg1en,sjá,sé
svo,aa,svo,svo
ástæðu,nveo,ástæða,ástæðu
til,ae,til,til
þess,fphee,það,þess
",",",",",",","
af,aþ,af,af
því,fpheþ,það,því
að,c,að,að
það,fphen,það,það
gafst,sfm3eþ,gefa,gafst
tilefni,nhen,tilefni,tilefni
til,ae,til,til
þess,fphee,það,þess
frá,aþ,frá,frá
hv.,lheþsf,hv.,hv.
þm.,lheþsf,þm.,þm.
i,e,i,í
lok,nhfo,lok,lok
ræðu,nvee,ræða,ræðu
hans,fpkee,hann,hans
",",",",",",","
er,sfg3en,vera,er
hann,fpken,hann,hann
talaði,sfg3eþ,tala,talaði
um,ao,um,um
virðingu,nveo,virðing,virðingu
fyrir,ao,fyrir,fyrir
Alþ.,nkfo-s,Alþ.,Alþ.
í,aþ,í,í
sambandi,nheþ,samband,sambandi
við,ao,við,við
",",",",",",","
að,c,að,að
það,fphen,það,það
væri,svg3eþ,vera,væri
búið,lhensf,búinn,búið
að,cn,að,að
prenta,sng,prenta,prenta
upplýsingar,nvfo,upplýsing,upplýsingar
um,ao,um,um
Happdrætti,nveo-s,Happdrættur,Happdrætti
Háskólans,nkeegs,Háskóli,Háskólans
á,aþ,á,á
næsta,lheþve,næstur,næsta
ári,nheþ,ár,ári
",",",",",",","
taka,sng,taka,taka
það,fpheo,það,það
skýrt,aa,skýrt,skýrt
fram,aa,fram,fram
",",",",",",","
að,c,að,að
það,fphen,það,það
var,sfg3eþ,vera,var
gert,sþghen,gera,gert
án,ae,án,án
vitundar,nvee,vitund,vitundar
stjórnar,nvee,stjórn,stjórnar
happdrættisins,nkeeg,happdrættir,happdrættisins
og,c,og,og
eru,sfg3fn,vera,eru
hrein,lhfnsf,hreinn,hrein
afglöp,nhfn,afglöp,afglöp
hjá,aþ,hjá,hjá
starfsmönnum,nkfþ,starfsmaður,starfsmönnum
",",",",",",","
sem,ct,sem,sem
þar,aa,þar,þar
áttu,sfg3fþ,eiga,áttu
hlut,nkeo,hlutur,hlut
að,aþ,að,að
máli,nheþ,mál,máli
.,.,.,.
,,,
Ég,fp1en,ég,Ég
sé,sfg1en,sjá,sé
svo,aa,svo,svo
ekki,aa,ekki,ekki
ástæðu,nveo,ástæða,ástæðu
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
orðlengja,sng,orðlengja,orðlengja
frekar,aam,frekar,frekar
um,ao,um,um
málið,nheog,mál,málið
",",",",",",","
en,c,en,en
endurtek,lvensf,endurtekur,endurtek
aðeins,aa,aðeins,aðeins
þá,faveo,sá,þá
beiðni,nveo,beiðni,beiðni
mína,feveo,minn,mína
til,ae,til,til
hv.,sbg2en,hv.,hv.
n.,lveþsf,n.,n.
",",",",",",","
ekki,aa,ekki,ekki
aðeins,aa,aðeins,aðeins
vegna,ae,vegna,vegna
þessara,fahfe,þessi,þessara
prentuðu,sfg3fþ,prenta,prentuðu
upplýsinga,nvfe,upplýsing,upplýsinga
frá,aþ,frá,frá
starfsmönnum,nkfþ,starfsmaður,starfsmönnum
happdrættisins,nkeeg,happdrættir,happdrættisins
",",",",",",","
sem,ct,sem,sem
að,aþ,að,að
visu,nveþ,visa,vísu
gera,sng,gera,gera
alveg,aa,alveg,alveg
nauðsynlegt,lheosf,nauðsynlegur,nauðsynlegt
",",",",",",","
að,c,að,að
þetta,fahen,þessi,þetta
verði,svg3en,verða,verði
afgreitt,sþghen,afgreiða,afgreitt
fyrir,ao,fyrir,fyrir
áramót,nhfo,áramót,áramót
",",",",",",","
heldur,c,heldur,heldur
lika,sng,lika,líka
vegna,ae,vegna,vegna
hins,fakee,hinn,hins
",",",",",",","
sem,ct,sem,sem
ég,fp1en,ég,ég
tók,sfg1eþ,taka,tók
fram,aa,fram,fram
",",",",",",","
þegar,c,þegar,þegar
ég,fp1en,ég,ég
lagði,sfg1eþ,leggja,lagði
frv.,aa,frv.,frv.
fyrir,ao,fyrir,fyrir
Ed.,nkfo-s,Ed.,Ed.
",",",",",",","
að,c,að,að
það,fphen,það,það
var,sfg3eþ,vera,var
ætíð,aa,ætíð,ætíð
ætlunin,nveng,ætlun,ætlunin
að,cn,að,að
reyna,sng,reyna,reyna
að,cn,að,að
stefna,sng,stefna,stefna
að,aþ,að,að
því,fpheþ,það,því
",",",",",",","
að,c,að,að
þetta,fahen,þessi,þetta
