Word,Tag,Lemma,CorrectWord
verði,svg1en,verða,verði
að,aþ,að,að
lokinni,lveþsf,lokinn,lokinni
þessari,faveþ,þessi,þessari
umr.,nveþ,umr.,umr.
vísað,sþghen,vísa,vísað
til,ae,til,til
sérstakrar,lveesf,sérstakur,sérstakrar
n.,lveesf,n.,n.
",",",",",",","
er,sfg3en,vera,er
d.,nhen,d.,d.
kjósi,svg3en,kjósa,kjósi
í,aþ,í,í
því,faheþ,það,því
skyni,nheþ,skyn,skyni
",",",",",",","
að,c,að,að
hún,fpven,hún,hún
fjalli,nheþ,fjall,fjalli
um,ao,um,um
mál,nheo,mál,mál
þetta,faheo,þessi,þetta
sérstaklega,aa,sérstaklega,sérstaklega
og,c,og,og
verði,svg3en,verða,verði
n.,aae,n.,n.
skipuð,sþgven,skipa,skipuð
7,ta,7,7
mönnum,nkfþ,maður,mönnum
",",",",",",","
eins,aa,eins,eins
og,c,og,og
var,sfg3eþ,vera,var
síðast,aae,síðar,síðast
",",",",",",","
þegar,c,þegar,þegar
málið,nheng,mál,málið
var,sfg3eþ,vera,var
til,ae,til,til
umræðu,nvee,umræða,umræðu
í,aþ,í,í
þessari,faveþ,þessi,þessari
hv.,lveþsf,hv.,hv.
deild,nveþ,deild,deild
.,.,.,.
,,,
En,c,en,En
á,ao,á,á
hinn,fakeo,hinn,hinn
bóginn,nkeog,bógur,bóginn
mun,sfg1en,munu,mun
ég,fp1en,ég,ég
aðallega,aa,aðallega,aðallega
ræða,sng,ræða,ræða
um,ao,um,um
það,faheo,það,það
viðhorf,nheo,viðhorf,viðhorf
",",",",",",","
sem,ct,sem,sem
nú,aa,nú,nú
hefur,sfg3en,hafa,hefur
skapast,ssm,skapa,skapast
i,e,i,í
þessu,faheþ,þessi,þessu
máli,nheþ,mál,máli
og,c,og,og
almennt,aa,almennt,almennt
eftir,ao,eftir,eftir
þær,favfo,hún,þær
kosningar,nvfo,kosning,kosningar
",",",",",",","
sem,ct,sem,sem
nú,aa,nú,nú
hafa,sfg3fn,hafa,hafa
farið,ssg,fara,farið
fram,aa,fram,fram
.,.,.,.
,,,
Ég,fp1en,ég,Ég
vil,sfg1en,vilja,vil
fyrst,aae,snemma,fyrst
leyfa,sng,leyfa,leyfa
mér,fp1eþ,ég,mér
að,cn,að,að
minna,sng,minna,minna
hv.,lheosf,hv.,hv.
alþm.,nheo,alþm.,alþm.
á,ao,á,á
það,fpheo,það,það
;,;,;,","
að,c,að,að
í,aþ,í,í
stjórnarskránni,nveþg,stjórnarskrá,stjórnarskránni
stendur,sfg3en,standa,stendur
",",",",",",","
að,c,að,að
engin,foven,enginn,engin
stjórnlagabreyting,nven,stjórnlagabreyting,stjórnlagabreyting
skuli,svg3en,skulu,skuli
öðlast,snm,öðlast,öðlast
gildi,nheo,gildi,gildi
",",",",",",","
nema,c,nema,nema
fram,aa,fram,fram
fari,svg3fn,fara,fari
almennar,lvfnsf,almennur,almennar
kosningar,nvfn,kosning,kosningar
",",",",",",","
eftir,ao,eftir,eftir
að,c,að,að
hún,fpven,hún,hún
hefur,sfg3en,hafa,hefur
verið,ssg,vera,verið
samþ.,lheþsf,samþ.,samþ.
fyrra,lheovm,fyrri,fyrra
sinn,nheo,sinn,sinn
",",",",",",","
og,c,og,og
að,c,að,að
hún,fpven,hún,hún
verði,svg3en,verða,verði
síðan,aa,síðan,síðan
samþ.,sþgven,samþ.,samþ.
óbreytt,lheosf,óbreyttur,óbreytt
aftur,aa,aftur,aftur
eftir,ao,eftir,eftir
þær,fpvfo,hún,þær
.,.,.,.
,,,
Auðvitað,aa,auðvitað,Auðvitað
er,sfg3en,vera,er
þetta,fahen,þessi,þetta
sett,sþghen,setja,sett
í,ao,í,í
stjórnarskrána,nhfe,stjórnarskrán,stjórnarskrána
eingöngu,aa,eingöngu,eingöngu
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
tryggja,sng,tryggja,tryggja
það,fpheo,það,það
",",",",",",","
að,c,að,að
engin,fohfn,enginn,engin
önnur,fohfn,annar,önnur
ákvæði,nhfn,ákvæði,ákvæði
verði,svg3en,verða,verði
i,e,i,í
stjórnarskrána,nhfe,stjórnarskrán,stjórnarskrána
lögfest,sþghfn,lögfesta,lögfest
en,c,en,en
þau,fahfo,það,þau
",",",",",",","
sem,ct,sem,sem
almenningur,nken,almenningur,almenningur
í,aþ,í,í
landinu,nheþg,land,landinu
getur,sfg3en,geta,getur
fellt,ssg,fella,fellt
sig,fpkeo,sig,sig
við,aa,við,við
",",",",",",","
sem,ct,sem,sem
almenningur,nken,almenningur,almenningur
í,aþ,í,í
landinu,nheþg,land,landinu
er,sfg3en,vera,er
samþykkur,lkensf,samþykkur,samþykkur
og,c,og,og
þá,aa,þá,þá
að,aþ,að,að
lokinni,lveþsf,lokinn,lokinni
þeirri,faveþ,sá,þeirri
prófun,nveþ,prófun,prófun
",",",",",",","
sem,ct,sem,sem
í,aþ,í,í
almennum,lvfþsf,almennur,almennum
alþingiskosningum,nvfþ,alþingiskosning,alþingiskosningum
felst,sfm3en,fela,felst
og,c,og,og
eftir,aþ,eftir,eftir
þeim,favfþ,hún,þeim
reglum,nvfþ,regla,reglum
",",",",",",","
sem,ct,sem,sem
þá,aa,þá,þá
gilda,sfg3fn,gilda,gilda
um,ao,um,um
almennar,lvfosf,almennur,almennar
kosningar,nvfo,kosning,kosningar
til,ae,til,til
Alþingis,nhee-s,Alþingi,Alþingis
",",",",",",","
bæði,c,bæði,bæði
varðandi,slg,varða,varðandi
kjördæmaskipun,nveo,kjördæmaskipun,kjördæmaskipun
og,c,og,og
annað,foheo,annar,annað
.,.,.,.
,,,
Nú,aa,nú,Nú
er,sfg3en,vera,er
ekki,aa,ekki,ekki
því,fpheþ,það,því
að,cn,að,að
leyna,sng,leyna,leyna
",",",",",",","
að,c,að,að
það,fphen,það,það
hefur,sfg3en,hafa,hefur
undanfarið,aa,undanfarið,undanfarið
komið,ssg,koma,komið
í,ao,í,í
ljós,nheo,ljós,ljós
rík,lvensf,ríkur,rík
tilhneiging,nven,tilhneiging,tilhneiging
hjá,aþ,hjá,hjá
stjórnmálamönnum,nkfþ,stjórnmálamaður,stjórnmálamönnum
og,c,og,og
stjórnmálaflokkum,nkfþ,stjórnmálaflokkur,stjórnmálaflokkum
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
fara,sng,fara,fara
á,ao,á,á
bak,nheo,bak,bak
við,ao,við,við
þetta,faheo,þessi,þetta
ákvæði,nheo,ákvæði,ákvæði
stjórnarskrárinnar,nveeg,stjórnarskrá,stjórnarskrárinnar
og,c,og,og
þá,aa,þá,þá
með,aþ,með,með
þvi,nveþ,þvi,því
móti,aþ,móti,móti
að,cn,að,að
taka,sng,taka,taka
upp,aa,upp,upp
og,c,og,og
beita,sng,beita,beita
sér,fpheþ,sig,sér
fyrir,aþ,fyrir,fyrir
breytingum,nvfþ,breyting,breytingum
á,aþ,á,á
stjórnskipun,nveþ,stjórnskipun,stjórnskipun
landsins,nheeg,land,landsins
",",",",",",","
sem,ct,sem,sem
þeim,fphfþ,það,þeim
er,sfg3en,vera,er
mjög,aa,mjög,mjög
vel,aa,vel,vel
kunnugt,lhensf,kunnugur,kunnugt
um,ao,um,um
að,cn,að,að
eiga,sng,eiga,eiga
hæpið,lheosf,hæpinn,hæpið
fylgi,nheo,fylgi,fylgi
með,aþ,með,með
þjóðinni,nveþg,þjóð,þjóðinni
og,c,og,og
hæpið,lheosf,hæpinn,hæpið
fylgi,nheo,fylgi,fylgi
jafnvel,aa,jafnvel,jafnvel
hjá,aþ,hjá,hjá
þeirra,fpvfe,hún,þeirra
eigin,lkfþof,eiginn,eigin
flokksmönnum,nkfþ,flokksmaður,flokksmönnum
",",",",",",","
en,c,en,en
segja,sng,segja,segja
síðan,aa,síðan,síðan
við,ao,við,við
menn,nkfo,maður,menn
:,:,:,:
Þið,fp2fn,þú,Þið
verðið,sfg2fn,verða,verðið
að,cn,að,að
samþykkja,sng,samþykkja,samþykkja
þetta,faheo,þessi,þetta
",",",",",",","
vegna,ae,vegna,vegna
þess,fphee,það,þess
að,c,að,að
flokkurinn,nkeng,flokkur,flokkurinn
hefur,sfg3en,hafa,hefur
tekið,ssg,taka,tekið
þetta,faheo,þessi,þetta
upp,aa,upp,upp
.,.,.,.
,,,
---,ta,---,---
Þessi,faven,þessi,Þessi
tilhneiging,nven,tilhneiging,tilhneiging
hefur,sfg3en,hafa,hefur
komið,ssg,koma,komið
fram,aa,fram,fram
hvað,foheo,hver,hvað
eftir,ao,eftir,eftir
annað,foheo,annar,annað
og,c,og,og
í,aþ,í,í
skjóli,nheþ,skjól,skjóli
flokksbandanna,nhfeg,flokksbönd,flokksbandanna
hefur,sfg3en,hafa,hefur
hver,foven,hver,hver
stjórnarskrárbreytingin,nveng,stjórnarskrárbreyting,stjórnarskrárbreytingin
verið,ssg,vera,verið
sambykkt,nveo,sambykkt,samþykkt
af,aþ,af,af
annarri,foveþ,annar,annarri
á,aþ,á,á
Íslandi,nheþ-s,Ísland,Íslandi
",",",",",",","
sem,ct,sem,sem
mjög,aa,mjög,mjög
hæpið,lhensf,hæpinn,hæpið
fylgi,nhen,fylgi,fylgi
hefur,sfg3en,hafa,hefur
verið,ssg,vera,verið
fyrir,aa,fyrir,fyrir
meðal,ae,meðal,meðal
þjóðarinnar,nveeg,þjóð,þjóðarinnar
",",",",",",","
að,c,að,að
ég,fp1en,ég,ég
ekki,aa,ekki,ekki
fullyrði,sfg1en,fullyrða,fullyrði
",",",",",",","
að,c,að,að
sumar,nheo,sumar,sumar
af,aþ,af,af
þeim,fphfþ,það,þeim
hafa,sng,hafa,hafa
verið,ssg,vera,verið
þannig,aa,þannig,þannig
vaxnar,lhenof,vaxnar,vaxnar
",",",",",",","
að,c,að,að
meiri,lkenvm,mikill,meiri
hluti,nken,hluti,hluti
þjóðarinnar,nveeg,þjóð,þjóðarinnar
hafi,svg3en,hafa,hafi
raunverulega,aa,raunverulega,raunverulega
verið,ssg,vera,verið
á,aa,á,á
móti,aþ,móti,móti
þeim,fphfþ,það,þeim
",",",",",",","
en,c,en,en
þeim,fpvfþ,hún,þeim
hafi,svg3en,hafa,hafi
verið,ssg,vera,verið
þvingað,sþghen,þvinga,þvingað
upp,aa,upp,upp
á,ao,á,á
menn,nkfo,maður,menn
í,aþ,í,í
krafti,nkeþ,kraftur,krafti
flokksvaldsins,nheeg,flokksvald,flokksvaldsins
.,.,.,.
,,,
Hitt,fahen,hinn,Hitt
var,sfg3eþ,vera,var
þeim,fphfþ,það,þeim
ljóst,lhensf,ljós,ljóst
",",",",",",","
sem,ct,sem,sem
hér,aa,hér,hér
að,cn,að,að
standa,sng,standa,standa
",",",",",",","
að,c,að,að
annar,foken,annar,annar
meginþátturinn,nkeng,meginþáttur,meginþátturinn
í,aþ,í,í
þessu,faheþ,þessi,þessu
máli,nheþ,mál,máli
",",",",",",","
sem,c,sem,sem
sé,svg3en,vera,sé
sá,sfg3eþ,sjá,sá
að,cn,að,að
leiðrétta,sng,leiðrétta,leiðrétta
misræmið,nheog,misræmi,misræmið
",",",",",",","
sem,ct,sem,sem
orðið,sþghen,verða,orðið
var,sfg3eþ,vera,var
",",",",",",","
vegna,ae,vegna,vegna
þess,fphee,það,þess
að,c,að,að
fólkið,nheng,fólk,fólkið
hafði,sfg3eþ,hafa,hafði
flust,ssm,flytja,flust
til,aa,til,til
í,aþ,í,í
landinu,nheþg,land,landinu
inn,aa,inn,inn
á,ao,á,á
þéttbýlissvæðin,nhfog,þéttbýlissvæði,þéttbýlissvæðin
",",",",",",","
þeim,fphfþ,það,þeim
var,sfg3eþ,vera,var
ljóst,lhensf,ljós,ljóst
",",",",",",","
að,c,að,að
þessi,faken,þessi,þessi
þáttur,nken,þáttur,þáttur
í,aþ,í,í
málinu,nheþg,mál,málinu
olli,sfg3eþ,valda,olli
ekki,aa,ekki,ekki
ágreiningi,nkeþ,ágreiningur,ágreiningi
",",",",",",","
enda,c,enda,enda
greinilegt,lhensf,greinilegur,greinilegt
",",",",",",","
að,c,að,að
Framsfl.,nken-s,Framsfl.,Framsfl.
lagði,sfg3eþ,leggja,lagði
fram,aa,fram,fram
miðlunartillögu,nveo,miðlunartillaga,miðlunartillögu
um,ao,um,um
málið,nheog,mál,málið
",",",",",",","
sem,ct,sem,sem
var,sfg3eþ,vera,var
beinlinis,nhee,beinlini,beinlínis
byggð,sþgven,byggja,byggð
á,aþ,á,á
þvi,nheþ,þvi,því
",",",",",",","
að,c,að,að
þessi,faven,þessi,þessi
leiðrétting,nven,leiðrétting,leiðrétting
skyldi,svg3eþ,skulu,skyldi
verða,sng,verða,verða
á,ao,á,á
þann,fakeo,sá,þann
hátt,nkeo,háttur,hátt
",",",",",",","
þ.e.a.s.,as,þ.e.a.s.,þ.e.a.s.
",",",",",",","
það,fphen,það,það
skyldi,svg3eþ,skulu,skyldi
fjölga,sng,fjölga,fjölga
jafnmikið,aa,jafnmikið,jafnmikið
þm.,lheþsf,þm.,þm.
í,aþ,í,í
þéttbýlinu,nheþg,þéttbýli,þéttbýlinu
eins,aa,eins,eins
og,c,og,og
forgöngumenn,nkfn,forgöngumaður,forgöngumenn
málsins,nheeg,mál,málsins
lögðu,sfg3fþ,leggja,lögðu
til,aa,til,til
.,.,.,.
,,,
Og,c,og,Og
hver,foken,hver,hver
einasti,lkenvf,einasti,einasti
maður,nken,maður,maður
i,e,i,í
þessum,fakeþ,þessi,þessum
sal,nkeþ,salur,sal
veit,sfg3en,vita,veit
",",",",",",","
að,c,að,að
þetta,fahen,þessi,þetta
er,sfg3en,vera,er
satt,lhensf,sannur,satt
.,.,.,.
,,,
Hér,aa,hér,Hér
vantaði,sfg3eþ,vanta,vantaði
svo,aa,svo,svo
gersamlega,aa,gersamlega,gersamlega
trúna,nveog,trú,trúna
á,ao,á,á
málstaðinn,nkeog,málstaður,málstaðinn
",",",",",",","
trúna,nveog,trú,trúna
á,ao,á,á
það,faheo,það,það
",",",",",",","
sem,ct,sem,sem
kallað,sþghen,kalla,kallað
er,sfg3en,vera,er
réttlæti,nhen,réttlæti,réttlæti
",",",",",",","
að,c,að,að
ekki,aa,ekki,ekki
einn,tfken,einn,einn
einasti,lkenvf,einasti,einasti
af,aþ,af,af
forgöngumönnum,nkfþ,forgöngumaður,forgöngumönnum
þessa,fahee,þessi,þessa
máls,nhee,mál,máls
mun,sfg3en,munu,mun
hafa,sng,hafa,hafa
haft,ssg,hafa,haft
djörfung,nveo,djörfung,djörfung
eða,c,eða,eða
einurð,nveo,einurð,einurð
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
koma,sng,koma,koma
drengilega,aa,drengilega,drengilega
fram,aa,fram,fram
og,c,og,og
segja,sng,segja,segja
:,:,:,:
Kjósið,sfg2fn,kjósa,Kjósið
mig,fp1eo,ég,mig
því,aa,því,því
aðeins,aa,aðeins,aðeins
",",",",",",","
að,c,að,að
þið,fp2fn,þú,þið
viljið,sfg2fn,vilja,viljið
",",",",",",","
að,c,að,að
ég,fp1en,ég,ég
greiði,sfg1en,greiða,greiði
atkvæði,nhfo,atkvæði,atkvæði
með,aþ,með,með
stjórnarskrárbreytingunni,nveþg,stjórnarskrárbreyting,stjórnarskrárbreytingunni
;,;,;,;
ef,c,ef,ef
þið,fp2fn,þú,þið
eruð,sfg2fn,vera,eruð
annarrar,fovee,annar,annarrar
skoðunar,nvee,skoðun,skoðunar
",",",",",",","
en,c,en,en
ég,fp1en,ég,ég
",",",",",",","
um,ao,um,um
stjórnarskrárbreytinguna,nveog,stjórnarskrárbreyting,stjórnarskrárbreytinguna
",",",",",",","
þá,aa,þá,þá
eigið,sfg2fn,eiga,eigið
þið,fp2fn,þú,þið
að,aþ,að,að
sjálfsögðu,lheþsf,sjálfsagður,sjálfsögðu
samkvæmt,aþ,samkvæmt,samkvæmt
stjórnskipunarlögum,nhfþ,stjórnskipunarlög,stjórnskipunarlögum
landsins,nheeg,land,landsins
að,cn,að,að
haga,sng,haga,haga
atkvæði,nheþ,atkvæði,atkvæði
ykkar,fp2fe,þú,ykkar
i,e,i,í
þetta,faheo,þessi,þetta
sinn,nheo,sinn,sinn
eftir,aþ,eftir,eftir
þvi,nheþ,þvi,því
.,.,.,.
,,,
Það,fphen,það,Það
voru,sfg3fþ,vera,voru
hin,fahfn,hinn,hin
furðulegustu,lhfnve,furðulegur,furðulegustu
vínnubrögð,nhfn,vínnubrögð,vinnubrögð
",",",",",",","
sem,ct,sem,sem
höfð,sþghfn,hafa,höfð
voru,sfg3fþ,vera,voru
",",",",",",","
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
reyna,sng,reyna,reyna
að,cn,að,að
koma,sng,koma,koma
í,ao,í,í
veg,nkeo,vegur,veg
fyrir,ao,fyrir,fyrir
það,fpheo,það,það
",",",",",",","
að,c,að,að
þjóðarviljinn,nkeng,þjóðarvilji,þjóðarviljinn
kæmi,svg3eþ,koma,kæmi
raunverulega,aa,raunverulega,raunverulega
fram,aa,fram,fram
um,ao,um,um
stjórnarskrárbreytinguna,nveog,stjórnarskrárbreyting,stjórnarskrárbreytinguna
.,.,.,.
,,,
Við,ao,við,Við
menn,nkfo,maður,menn
",",",",",",","
sem,ct,sem,sem
voru,sfg3fþ,vera,voru
mótfallnlr,sþgkfn,mótfallnlra,mótfallnir
þessari,faveþ,þessi,þessari
breytingu,nveþ,breyting,breytingu
",",",",",",","
var,sfg3eþ,vera,var
viðhafður,sþgken,viðhafa,viðhafður
hinn,gken,hinn,hinn
furðulegasti,lkenvf,furðulegastur,furðulegasti
málflutningur,nken,málflutningur,málflutningur
.,.,.,.
,,,
Það,fphen,það,Það
var,sfg3eþ,vera,var
kraflst,sþmhen,krafla,krafist
hollustu,nveo,hollusta,hollustu
við,ao,við,við
flokkinn,nkeog,flokkur,flokkinn
.,.,.,.
,,,
---,ta,---,---
Og,c,og,Og
þannig,aa,þannig,þannig
var,sfg3eþ,vera,var
reynt,sþghen,reyna,reynt
með,aþ,með,með
öllu,foheþ,allur,öllu
hugsanlegu,lheþsf,hugsanlegur,hugsanlegu
móti,nheþ,mót,móti
að,cn,að,að
fá,sng,fá,fá
menn,nkfo,maður,menn
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
kjósa,sng,kjósa,kjósa
ekki,aa,ekki,ekki
eftlr,lveþof,eftlr,eftir
stjórnarskrárbreytingunni,nveþg,stjórnarskrárbreyting,stjórnarskrárbreytingunni
og,c,og,og
kjósa,sng,kjósa,kjósa
þá,fpkfo,hann,þá
menn,nkfo,maður,menn
á,ao,á,á
þing,nheo,þing,þing
",",",",",",","
sem,ct,sem,sem
þeir,fpkfn,hann,þeir
voru,sfg3fþ,vera,voru
algerlega,aa,algerlega,algerlega
andvígir,lkfnsf,andvígur,andvígir
í,aþ,í,í
stjórnarskrármálinu,nheþg,stjórnarskrármál,stjórnarskrármálinu
.,.,.,.
,,,
Og,c,og,Og
þannig,aa,þannig,þannig
var,sfg3eþ,vera,var
vitanlega,aa,vitanlega,vitanlega
haldið,sþghen,halda,haldið
á,aþ,á,á
málinu,nheþg,mál,málinu
algerlega,aa,algerlega,algerlega
af,aþ,af,af
ásettu,lheþsf,ásettur,ásettu
ráði,nheþ,ráð,ráði
",",",",",",","
eins,aa,eins,eins
og,c,og,og
ég,fp1en,ég,ég
greindi,sfg1eþ,greina,greindi
frá,aþ,frá,frá
i,e,i,í
upphafi,nheþ,upphaf,upphafi
",",",",",",","
því,fpheþ,það,því
að,c,að,að
ef,c,ef,ef
það,fphen,það,það
hefði,svg3eþ,hafa,hefði
átt,ssg,eiga,átt
að,cn,að,að
koma,sng,koma,koma
frjálst,lhensf,frjáls,frjálst
og,c,og,og
drengilega,aa,drengilega,drengilega
að,aþ,að,að
mönnum,nkfþ,maður,mönnum
í,aþ,í,í
þessu,faheþ,þessi,þessu
máli,nheþ,mál,máli
og,c,og,og
skilja,sng,skilja,skilja
það,fpheo,það,það
út,aa,út,út
úr,aþ,úr,úr
öðrum,fohfþ,annar,öðrum
málum,nhfþ,mál,málum
",",",",",",","
eins,aa,eins,eins
og,c,og,og
heiðarlegt,lhensf,heiðarlegur,heiðarlegt
hefði,svg3eþ,hafa,hefði
verið,ssg,vera,verið
og,c,og,og
raunar,aa,raunar,raunar
skylt,lhensf,skyldur,skylt
",",",",",",","
eins,aa,eins,eins
og,c,og,og
vinnubrögðum,nhfþ,vinnubrögð,vinnubrögðum
er,sfg3en,vera,er
hér,aa,hér,hér
háttað,sþghen,hátta,háttað
í,aþ,í,í
pólitíkinni,nveþg,pólitík,pólitíkinni
",",",",",",","
þá,aa,þá,þá
hefði,svg3eþ,hafa,hefði
verið,ssg,vera,verið
alveg,aa,alveg,alveg
óhugsandi,lhenof,óhugsandi,óhugsandi
",",",",",",","
að,c,að,að
þessi,faken,þessi,þessi
þáttur,nken,þáttur,þáttur
málsins,nheeg,mál,málsins
gæti,svg3eþ,geta,gæti
orðið,ssg,verða,orðið
lögfestur,lkensf,lögfestur,lögfestur
.,.,.,.
,,,
Einn,tfken,einn,Einn
og,c,og,og
einn,tfken,einn,einn
maður,nken,maður,maður
",",",",",",","
sem,ct,sem,sem
ekki,aa,ekki,ekki
hafði,sfg3eþ,hafa,hafði
fylgt,ssg,fylgja,fylgt
Framsfl.,nheþ-s,Framsfl.,Framsfl.
að,aþ,að,að
málum,nhfþ,mál,málum
áður,aa,áður,áður
",",",",",",","
lýsti,sfg3eþ,lýsa,lýsti
þvi,nven,þvi,því
yfir,aa,yfir,yfir
opinberlega,aa,opinberlega,opinberlega
",",",",",",","
að,c,að,að
hann,fpken,hann,hann
teldi,svg3eþ,telja,teldi
sjálfsagt,aa,sjálfsagt,sjálfsagt
að,cn,að,að
kjósa,sng,kjósa,kjósa
eingöngu,aa,eingöngu,eingöngu
til,ae,til,til
aukaþingsins,nheeg,aukaþing,aukaþingsins
miðað,ssg,miða,miðað
við,ao,við,við
afstöðuna,nveog,afstaða,afstöðuna
í,aþ,í,í
stjórnarskrármálinu,nheþg,stjórnarskrármál,stjórnarskrármálinu
.,.,.,.
,,,
Sumir,fokfn,sumur,Sumir
af,aþ,af,af
þessum,fakfþ,þessi,þessum
mönnum,nkfþ,maður,mönnum
voru,sfg3fþ,vera,voru
hreinlega,aa,hreinlega,hreinlega
ofsóttir,nvfn,ofsótt,ofsóttir
og,c,og,og
reynt,sþghen,reyna,reynt
með,aþ,með,með
öllu,foheþ,allur,öllu
mögulegu,lheþsf,mögulegur,mögulegu
móti,nheþ,mót,móti
að,cn,að,að
fá,sng,fá,fá
þá,faveo,sá,þá
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
falla,sng,falla,falla
frá,aþ,frá,frá
því,fpheþ,það,því
að,cn,að,að
miða,sng,miða,miða
afstöðu,nveo,afstaða,afstöðu
sína,feveo,sinn,sína
í,aþ,í,í
kosningunum,nvfþg,kosning,kosningunum
við,ao,við,við
málið,nheog,mál,málið
",",",",",",","
