Word,Tag,Lemma
Samkeppnisstofnunar,nvee-s,Samkeppnisstofnun
og,c,og
vil,sfg1en,vilja
ég,fp1en,ég
segja,sng,segja
það,fpheo,það
sérstaklega,aa,sérstaklega
í,aþ,í
framhaldi,nheþ,framhald
af,aþ,af
ræðu,nveþ,ræða
hv.,lveþsf,hv.
þm.,nveþ,þm.
,,
Guðmundar,nkee-s,Guðmundur
Árna,nkee-s,Árni
Stefánssonar,nkee-s,Stefánsson
.,.,.
,,
En,c,en
ég,fp1en,ég
vakti,sfg1eþ,vekja
athygli,nveo,athygli
á,aþ,á
því,fpheþ,það
fyrr,aam,fyrr
að,c,að
við,fp1fn,ég
höfum,sfg1fn,hafa
breytt,ssg,breyta
lögum,nhfþ,lag
.,.,.
,,
Ein,foven,einn
helsta,lvenve,heldri
breytingin,nveng,breyting
var,sfg3eþ,vera
sú,faven,sá
að,c,að
einkaréttur,nken,einkaréttur
ríkisins,nheeg,ríki
var,sfg3eþ,vera
felldur,sþgken,fella
niður,aa,niður
og,c,og
samkeppni,nven,samkeppni
heimiluð,sþgven,heimila
á,aþ,á
fjarskiptamarkaði,nkeþ,fjarskiptamarkaður
.,.,.
,,
Við,fp1fn,ég
höfum,sfg1fn,hafa
sett,ssg,setja
margar,lvfosf,margur
reglur,nvfo,regla
og,c,og
regluumhverfi,nhfo,regluumhverfi
sem,ct,sem
miðar,nkfn,miði
að,aþ,að
því,fpheþ,það
að,cn,að
tryggja,sng,tryggja
samkeppni,nveo,samkeppni
á,aþ,á
þessum,fakeþ,þessi
markaði,nkeþ,markaður
",",",",","
samkeppni,nveþ,samkeppni
á,aþ,á
jafnréttisgrundvelli,nkeþ,jafnréttisgrundvöllur
.,.,.
,,
Það,fphen,það
er,sfg3en,vera
gert,sþghen,gera
fyrst,aae,snemma
og,c,og
fremst,aae,fremst
með,aþ,með
því,fpheþ,það
að,cn,að
leggja,sng,leggja
ýmsar,fovfo,ýmis
kvaðir,nvfo,kvöð
á,ao,á
markaðsráðandi,lheoof,markaðsráðandi
fyrirtæki,nheo,fyrirtæki
",",",",","
m.a.,as,m.a.
með,aa,með
skyldu,svg3fþ,skulu
til,ae,til
að,cn,að
veita,sng,veita
samkeppnisaðilum,nkfþ,samkeppnisaðili
aðgang,nkeo,aðgangur
að,c,að
grunnneti,nken,grunnneti
á,aþ,á
ákveðnum,lhfþsf,ákveðinn
kjörum,nhfþ,kjör
sem,ct,sem
mælt,sþghen,mæla
er,sfg3en,vera
fyrir,aþ,fyrir
um,aa,um
í,aþ,í
lögum,nhfþ,lag
og,c,og
reglum,nvfþ,regla
sem,ct,sem
byggja,sfg3fn,byggja
á,aþ,á
EES-tilskipunum,nkfþgs,Ees-tilskipur
.,.,.
,,
Ekkert,fohen,enginn
er,sfg3en,vera
minnst,sþmhen,minna
á,ao,á
þessar,favfo,þessi
kvaðir,nvfo,kvöð
í,aþ,í
áliti,nheþ,álit
Samkeppnisstofnunar,nvee-s,Samkeppnisstofnun
.,.,.
,,
Önnur,foven,annar
regla,nven,regla
sem,ct,sem
er,sfg3en,vera
lögfest,sþgven,lögfesta
í,aþ,í
þeim,fakeþ,sá
tilgangi,nkeþ,tilgangur
að,cn,að
tryggja,sng,tryggja
jafnræði,nhfo,jafnræði
aðila,nkfe,aðili
er,sfg3en,vera
krafan,nveng,krafa
um,ao,um
fjárhagslegan,lkeosf,fjárhagslegur
aðskilnað,nkeo,aðskilnaður
og,c,og
raunkostnað,nkeo,raunkostnaður
við,ao,við
útreikning,nkeo,útreikningur
verðs,nkee,verður
.,.,.
,,
Auk,ae,auk
þess,fphee,það
er,sfg3en,vera
krafa,nven,krafa
um,ao,um
gerð,nveo,gerð
fjárhagslegs,lkeesf,fjárhagslegur
aðskilnaðar,nkee,aðskilnaður
í,aþ,í
leyfisbréfi,nheþ,leyfisbréf
Landssímans,nkeegs,Landssími
",",",",","
sem,ct,sem
ég,fp1en,ég
vil,sfg1en,vilja
leggja,sng,leggja
alveg,aa,alveg
sérstaka,lveosf,sérstakur
áherslu,nveo,áhersla
á,aa,á
.,.,.
,,
Það,fphen,það
er,sfg3en,vera
því,fpheþ,það
ekki,aa,ekki
aðeins,aa,aðeins
samkeppnisráð,nhen,samkeppnisráð
sem,ct,sem
vill,sfg3en,vilja
að,c,að
komið,sþghen,koma
verði,svg3en,verða
í,ao,í
veg,nkeo,vegur
fyrir,ao,fyrir
millifærslur,nvfo,millifærsla
heldur,c,heldur
eru,sfg3fn,vera
þær,fpvfn,hún
lögfestar,sfg3en,lögfesta
í,aþ,í
fjarskiptalögunum,nhfþg,fjarskiptalag
og,c,og
Landssíminn,nkengs,Landssími
verður,sfg3en,verða
auðvitað,aa,auðvitað
að,cn,að
standast,snm,standa
þær,favfo,hún
kröfur,nvfo,krafa
sem,ct,sem
lög,nhfn,lag
setja,sfg3fn,setja
.,.,.
,,
Samkeppnisstofnun,nven,samkeppnisstofnun
hefur,sfg3en,hafa
lagt,ssg,leggja
til,aa,til
við,ao,við
ráðherra,nkeo,ráðherra
að,c,að
stofnað,ssg,stofna
verði,svg3en,verða
nýtt,lhensf,nýr
hlutafélag,nhen,hlutafélag
um,ao,um
GSM-þjónustuna,nveogs,Gsm-þjónustan
.,.,.
,,
Ég,fp1en,ég
tel,sfg1en,telja
að,c,að
Samkeppnisstofnun,nven-s,Samkeppnisstofnun
sé,svg3en,vera
farin,sþgven,fara
þarna,aa,þarna
út,aa,út
á,ao,á
mjög,aa,mjög
hálan,lkeosf,háll
ís,nkeo,ís
með,aþ,með
því,fpheþ,það
að,cn,að
ætla,sng,ætla
að,cn,að
fara,sng,fara
að,cn,að
skipuleggja,sng,skipuleggja
atvinnustarfsemina,nveog,atvinnustarfsemi
í,aþ,í
landinu,nheþg,land
.,.,.
,,
(,(,(
GÁS,nken-s,Gás
:,:,:
Hvað,fsheo,hver
vill,sfg3en,vilja
ráðherrann,nkeng,ráðherra
?,?,?
),),)
Ráðherrann,nkeng,ráðherra
telur,sfg3en,telja
að,c,að
mjög,aa,mjög
mikið,lhensf,mikill
óráð,nhen,óráð
sé,svg3en,vera
að,cn,að
gefa,sng,gefa
yfirlýsingu,nveo,yfirlýsing
um,ao,um
það,fpheo,það
núna,aa,núna
að,cn,að
brjóta,sng,brjóta
eigi,svg3en,eiga
Landssímann,nken-s,Landssímann
upp,aa,upp
.,.,.
,,
Ég,fp1en,ég
tel,sfg1en,telja
að,c,að
þetta,fahen,þessi
fyrirtæki,nhen,fyrirtæki
eigi,svg3en,eiga
að,cn,að
vera,sng,vera
sterkt,aa,sterkt
þegar,c,þegar
það,fphen,það
kemur,sfg3en,koma
inn,aa,inn
í,ao,í
þá,faveo,sá
miklu,lveovf,mikill
samkeppni,nveo,samkeppni
sem,ct,sem
við,fp1fn,ég
stöndum,sfg1fn,standa
frammi,aa,frammi
fyrir,aa,fyrir
og,c,og
við,fp1fn,ég
eigum,sfg1fn,eiga
ekki,aa,ekki
að,cn,að
veikja,sng,veikja
það,fpheo,það
áður,aa,áður
.,.,.
,,
Með,aþ,með
því,aa,því
mundum,svg1fþ,munu
við,fp1fn,ég
minnka,sfg3fn,minnka
verðgildi,nhfn,verðgildi
fyrirtækisins,nheeg,fyrirtæki
.,.,.
,,
Ég,fp1en,ég
tel,sfg1en,telja
ekki,aa,ekki
rétt,aa,rétt
á,aþ,á
þessu,faheþ,þessi
stigi,nheþ,stig
að,aþ,að
Samkeppnisstofnun,nveþ-s,Samkeppnisstofnun
gefi,svg3fn,gefa
þau,fahfn,það
ráð,nheo,ráð
að,cn,að
brjóta,sng,brjóta
eigi,aa,eigi
fyrirtækið,nheog,fyrirtæki
upp,aa,upp
og,c,og
ég,fp1en,ég
er,sfg1en,vera
ekki,aa,ekki
tilbúinn,lkensf,tilbúinn
til,ae,til
að,cn,að
fara,sng,fara
að,aþ,að
þeim,fahfþ,það
ráðum,nhfþ,ráð
og,c,og
gefa,sfg3fn,gefa
stjórnendum,nkfþ,stjórnandi
Landssímans,nkee-s,Landssíman
fyrirmæli,nheo,fyrirmæli
um,ao,um
það,faheo,það
sem,ct,sem
handhafi,nkeþ,handhafur
hlutabréfsins,nheeg,hlutabréf
margrædda,lheevf,margræddur
að,cn,að
brjóta,sng,brjóta
eigi,aa,eigi
GSM-reksturinn,nkeogs,Gsm-rekstur
frá,aa,frá
.,.,.
,,
GÁS,nkeo,gás
:,:,:
Aðalatriðið,nheng,aðalatriði
er,sfg3en,vera
að,cn,að
tryggja,sng,tryggja
með,aþ,með
eftirliti,nheþ,eftirlit
að,c,að
farið,sþghen,fara
sé,svg3en,vera
eftir,aþ,eftir
reglunum,nvfþg,regla
sem,ct,sem
hafa,sfg3fn,hafa
verið,ssg,vera
settar,sþgvfn,setja
um,ao,um
að,c,að
ekki,aa,ekki
sé,svg3en,vera
verið,sþghen,vera
að,cn,að
millifæra,sng,millifæra
og,c,og
nota,sng,nota
styrk,nkeo,styrkur
einnar,fovee,einn
deildar,nvee,deild
til,ae,til
þess,fphee,það
að,cn,að
klekkja,sng,klekkja
á,aþ,á
samkeppnisaðilum,nkfþ,samkeppnisaðili
annarra,fokfe,annar
á,aþ,á
öðrum,fohfþ,annar
sviðum,nhfþ,svið
.,.,.
,,
Það,fphen,það
er,sfg3en,vera
aðalatriði,nheþ,aðalatriði
málsins,nheeg,mál
og,c,og
á,ao,á
það,fpheo,það
vil,sfg1en,vilja
ég,fp1en,ég
leggja,sng,leggja
sérstaka,lveosf,sérstakur
áherslu,nveo,áhersla
.,.,.
,,
Ég,fp1en,ég
vil,sfg1en,vilja
að,aþ,að
lokum,nhfþ,lok
segja,sng,segja
",",",",","
herra,nkee,herra
forseti,nken,forseti
",",",",","
að,c,að
Samkeppnisstofnun,nven-s,Samkeppnisstofnun
hefur,sfg3en,hafa
vandasamt,lheosf,vandasamur
verkefni,nheo,verkefni
.,.,.
,,
Ég,fp1en,ég
tel,sfg1en,telja
það,fpheo,það
í,aþ,í
þágu,nveþ,þága
neytenda,nkfe,neytandi
að,c,að
Landssíminn,nkengs,Landssími
fái,svg3en,fá
aðhald,nheo,aðhald
.,.,.
,,
(,(,(
Forseti,nken,forseti
hringir,sfg3en,hringja
.,.,.
),),)
Ég,fp1en,ég
er,sfg1en,vera
reiðubúinn,lkensf,reiðubúinn
til,ae,til
að,cn,að
beita,sng,beita
mér,fp1eþ,ég
fyrir,aþ,fyrir
því,fpheþ,það
að,c,að
Landssíminn,nkengs,Landssími
taki,svg3en,taka
því,faheþ,það
aðhaldi,nheþ,aðhald
og,c,og
þeim,favfþ,hún
ábendingum,nvfþ,ábending
sem,ct,sem
koma,sfg3fn,koma
frá,aþ,frá
Samkeppnisstofnun,nveþ-s,Samkeppnisstofnun
en,c,en
þær,fpvfn,hún
þurfa,sfg3fn,þurfa
að,cn,að
vera,sng,vera
sanngjarnar,lvfnsf,sanngjarn
en,c,en
ég,fp1en,ég
er,sfg1en,vera
ekki,aa,ekki
tilbúinn,lkensf,tilbúinn
til,ae,til
að,cn,að
lýsa,sng,lýsa
því,fpheþ,það
yfir,aa,yfir
hvernig,aa,hvernig
við,fp1fn,ég
eigum,sfg1fn,eiga
að,cn,að
standa,sng,standa
að,aþ,að
sölu,nveþ,sala
á,aþ,á
hlutabréfum,nhfþ,hlutabréf
Landssímans,nkee-s,Landssíman
(,(,(
Forseti,nken,forseti
hringir,sfg3en,hringja
.,.,.
),),)
og,c,og
með,aþ,með
því,fpheþ,það
vil,sfg1en,vilja
ég,fp1en,ég
svara,sng,svara
hv.,lheþsf,hv.
málshefjanda,nkeþ,málshefjandi
þegar,c,þegar
hann,fpken,hann
spurði,sfg3eþ,spyrja
mig,fp1eo,ég
um,ao,um
það,fpheo,það
hvort,c,hvort
stjórnarandstaðan,nveng,stjórnarandstaða
ætti,svg3eþ,eiga
að,cn,að
koma,sng,koma
að,aþ,að
þeirri,faveþ,sá
sölu,nveþ,sala
.,.,.
,,
Ég,fp1en,ég
er,sfg1en,vera
ekki,aa,ekki
tilbúinn,lkensf,tilbúinn
til,ae,til
að,cn,að
lýsa,sng,lýsa
neinu,foheþ,neinn
yfir,aa,yfir
um,ao,um
það,fpheo,það
núna,aa,núna
.,.,.
,,
(,(,(
Forseti,nken,forseti
(,(,(
HBl,nheþ-s,Hbl
),),)
:,:,:
Ég,fp1en,ég
vil,sfg1en,vilja
minna,sng,minna
á,aa,á
að,c,að
um,ao,um
fyrirspurnartíma,nkeo,fyrirspurnartími
og,c,og
utandagskrárumræður,nvfn,utandagskrárumræða
eru,sfg3fn,vera
mjög,aa,mjög
strangar,lvfnsf,strangur
reglur,nvfn,regla
í,aþ,í
þingsköpum,nhfþ,þingsköp
og,c,og
nauðsynlegt,lhensf,nauðsynlegur
er,sfg1en,vera
að,c,að
forseti,nken,forseti
sjái,svg3en,sjá
til,ae,til
þess,fphee,það
að,c,að
þingmenn,nkfn,þingmaður
haldi,svg3fn,halda
sig,fpkfo,sig
innan,ae,innan
tímamarka,nhfe,tímamark
.,.,.
),),)
Forseti,nken,forseti
:,:,:
Flm.,nxen-s,Flm.
(,(,(
Jóhanna,nven-s,Jóhanna
Sigurðardóttir,nven-s,Sigurðardóttir
),),)
(,(,(
andsvar,nhen,andsvar
),),)
:,:,:
Herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Ég,fp1en,ég
skal,sfg1en,skulu
ekkert,fohen,enginn
rengja,sng,rengja
það,faheo,það
sem,ct,sem
hæstv.,sbg2en,hæstv.
iðnrh.,nken,iðnrh.
setur,sfg3en,setja
upp,aa,upp
varðandi,slg,varða
þróunina,nveog,þróun
á,aþ,á
verði,nheþ,verð
eins,aa,eins
og,c,og
hann,fpken,hann
sýnir,sfg3en,sýna
hér,aa,hér
í,aþ,í
töfluformi,nheþ,töfluform
.,.,.
,,
Hæstv.,nhen,Hæstv.
iðnrh.,lheþsf,iðnrh.
verður,sfg3en,verða
bara,aa,bara
að,cn,að
skilja,sng,skilja
það,fpheo,það
hver,foken,hver
tilgangur,nken,tilgangur
okkar,fp1fe,ég
hjá,aþ,hjá
þingflokki,nkeþ,þingflokkur
Samfylkingarinnar,nvee-s,Samfylkingin
er,sfg3en,vera
með,aþ,með
því,fpheþ,það
að,cn,að
setja,sng,setja
þetta,faheo,þessi
fram,aa,fram
.,.,.
,,
Það,fphen,það
eru,sfg3fn,vera
þau,fahfn,það
áhrif,nhfn,áhrif
sem,ct,sem
þessar,favfn,þessi
hækkanir,nvfn,hækkun
",",",",","
ekki,aa,ekki
bara,aa,bara
gjaldskrárhækkanir,nvfo,gjaldskrárhækkun
Landsvirkjunar,nvee-s,Landsvirkjun
",",",",","
heldur,c,heldur
iðgjaldaákvarðanir,nvfn,iðgjaldaákvörðun
tryggingafélaganna,nkfeg,tryggingafélagi
og,c,og
bensínhækkunin,nveng,bensínhækkun
hefur,sfg3en,hafa
á,ao,á
verðbólguna,nveog,verðbólga
og,c,og
þróun,nveo,þróun
skulda,nvfe,skuld
heimilanna,nhfeg,heimili
.,.,.
,,
Við,fp1fn,ég
erum,sfg1fn,vera
einungis,aa,einungis
að,cn,að
tala,sng,tala
um,ao,um
að,cn,að
fresta,sng,fresta
þessari,faveþ,þessi
hækkun,nveþ,hækkun
til,ae,til
að,cn,að
reyna,sng,reyna
að,cn,að
hægja,sng,hægja
á,aþ,á
verðbólguhjólinu,nheþg,verðbólguhjól
.,.,.
,,
Ég,fp1en,ég
hélt,sfg1eþ,halda
að,c,að
við,fp1fn,ég
ættum,svg1fþ,eiga
það,fpheo,það
nú,aa,nú
sameiginlegt,lheosf,sameiginlegur
",",",",","
hæstv.,lheosf,hæstv.
iðnrh.,nheo,iðnrh.
og,c,og
ég,fp1en,ég
",",",",","
að,cn,að
vilja,sng,vilja
draga,sfg3fn,draga
úr,aþ,úr
verðbólgunni,nveþg,verðbólga
en,c,en
ekki,aa,ekki
auka,sng,auka
hana,fpveo,hún
.,.,.
,,
Steingrímur,nken-s,Steingrímur
J.,nken-s,J.
Sigfússon,nken-s,Sigfússon
:,:,:
Herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Mér,fp1eþ,ég
er,sfg3en,vera
það,fphen,það
ljóst,lhensf,ljós
eins,aa,eins
og,c,og
væntanlega,aa,væntanlega
öllum,fokfþ,allur
öðrum,fokfþ,annar
þingmönnum,nkfþ,þingmaður
að,c,að
hæstv.,lkensf,hæstv.
félmrh.,nken,félmrh.
hefur,sfg3en,hafa
átt,ssg,eiga
við,ao,við
vanheilsu,nveo,vanheilsa
að,cn,að
stríða,sng,stríða
og,c,og
við,fp1fn,ég
óskum,sfg1fn,óska
honum,fpkeþ,hann
bata,nkeþ,bati
og,c,og
góðrar,lveesf,góður
heilsu,nvee,heilsa
sem,ct,sem
fyrst,aae,snemma
.,.,.
,,
En,c,en
eftir,aa,eftir
stendur,sfg3en,standa
að,c,að
það,fphen,það
er,sfg3en,vera
auðvitað,aa,auðvitað
nauðsynlegt,lhensf,nauðsynlegur
að,c,að
hlutirnir,nkfng,hlutur
geti,svg3fn,geta
gengið,ssg,ganga
eðlilega,aa,eðlilega
fyrir,ao,fyrir
sig,fpkfo,sig
.,.,.
,,
Þetta,fahen,þessi
dregur,sfg3en,draga
athyglina,nveog,athygli
að,c,að
þeirri,faveþ,sá
spurningu,nveþ,spurning
hvort,fohen,hvor
við,ao,við
aðstæður,nvfo,aðstæður
af,aþ,af
þessum,fakeþ,þessi
toga,sfg3fn,toga
sé,svg3en,vera
ekki,aa,ekki
nauðsynlegt,lhensf,nauðsynlegur
að,c,að
einhver,foken,einhver
hæstv.,lheþsf,hæstv.
ráðherra,nken,ráðherra
gegni,svg3en,gegna
formlega,aa,formlega
fyrir,aþ,fyrir
hæstv.,lheþsf,hæstv.
félmrh.,lheþsf,félmrh.
og,c,og
/,/,/
eða,c,eða
t.d.,as,t.d.
í,aþ,í
tilviki,nheþ,tilvik
af,aþ,af
þessu,faheþ,þessi
tagi,nheþ,tag
tæki,svg3eþ,taka
einhver,foken,einhver
annar,foken,annar
hæstv.,lheþsf,hæstv.
ráðherra,nken,ráðherra
