Word,Tag,Lemma
áður,aa,áður
tekið,ssg,taka
einu,tfheþ,einn
sinni,nheþ,sinn
sæti,nhen,sæti
á,ao,á
Alþingi,nheo-s,Alþingi
sem,c,sem
landskjörinn,lkensf,landskjörinn
varaþingmaður,nken,varaþingmaður
.,.,.
,,
Var,sfg3eþ,vera
það,fphen,það
á,aþ,á
öndverðum,lkeþsf,öndverður
vetri,nkeþ,vetur
1950,ta,1950
.,.,.
,,
Hann,fpken,hann
átti,sfg3eþ,eiga
því,faheþ,það
sæti,nheþ,sæti
á,aþ,á
fjórum,tfhfþ,fjórir
þingum,nhfþ,þing
.,.,.
,,
Ingólfur,nken-s,Ingólfur
Flygenring,nken-s,Flygenring
var,sfg3eþ,vera
á,aþ,á
æskuárum,nhfþ,æskuár
í,aþ,í
sveit,nveþ,sveit
á,aþ,á
sumrum,nhfþ,sumar
og,c,og
hugur,nken,hugur
hans,fpkee,hann
hneigðist,sfm3eþ,hneigja
að,aþ,að
búnaðarnámi,nheþ,búnaðarnám
og,c,og
síðar,aam,síðar
búskap,nkeþ,búskapur
",",",",","
sem,ct,sem
hann,fpken,hann
stundaði,sfg3eþ,stunda
þó,aa,þó
ekki,aa,ekki
til,ae,til
langframa,nkee,langframi
.,.,.
,,
Þegar,c,þegar
aldur,nken,aldur
færðist,sfm3eþ,færa
yfir,ao,yfir
föður,nkeo,faðir
hans,fpkee,hann
",",",",","
Ágúst,nken-s,Ágúst
Flygenring,nken-s,Flygenring
",",",",","
sem,ct,sem
átti,sfg3eþ,eiga
og,c,og
stýrði,sfg3eþ,stýra
umfangsmiklum,lkeþsf,umfangsmikill
atvinnurekstri,nkeþ,atvinnurekstur
í,aþ,í
Hafnarfirði,nkeþ-s,Hafnarfjörður
",",",",","
hlaut,sfg3eþ,hljóta
Ingólfur,nken-s,Ingólfur
ásamt,aþ,ásamt
bróður,nkeþ,bróðir
sínum,fekeþ,sinn
að,cn,að
taka,sng,taka
þar,aa,þar
við,aþ,við
forstöðu,nveþ,forstaða
og,c,og
á,aþ,á
því,faheþ,það
sviði,nheþ,svið
vann,sfg3eþ,vinna
hann,fpken,hann
mikið,lhensf,mikill
ævistarf,nhen,ævistarf
.,.,.
,,
Hann,fpken,hann
var,sfg3eþ,vera
íhugull,lkensf,íhugull
og,c,og
gætinn,lkensf,gætinn
framkvæmdamaður,nken,framkvæmdamaður
og,c,og
farnaðist,sfm3eþ,farnast
vel,aa,vel
við,ao,við
rekstur,nkeo,rekstur
og,c,og
eflingu,nveo,efling
fyrirtækis,nhee,fyrirtæki
síns,fehee,sinn
",",",",","
Íshúss,nken-s,Íshúss
Hafnarfjarðar,nkee-s,Hafnarfjörður
",",",",","
og,c,og
öðlaðist,sfm3eþ,öðlast
traust,lvensf,traustur
og,c,og
vinsældir,nvfn,vinsæld
starfsmanna,nkfe,starfsmaður
sinna,fekfe,sinn
.,.,.
,,
Hann,fpken,hann
var,sfg3eþ,vera
hlédrægur,lkensf,hlédrægur
að,aþ,að
gerð,nveþ,gerð
",",",",","
en,c,en
vegna,ae,vegna
mannkosta,nkfe,mannkostir
og,c,og
starfssviðs,nhee,starfssvið
lenti,sfg3eþ,lenda
hann,fpken,hann
í,aþ,í
forustusveit,nveþ,forustusveit
í,aþ,í
félagsmálum,nhfþ,félagsmál
atvinnurekenda,nkfe,atvinnurekandi
og,c,og
hlaut,sfg3eþ,hljóta
að,cn,að
gegna,sng,gegna
ýmsum,fohfþ,ýmis
forustustörfum,nhfþ,forustustarf
í,aþ,í
félagsmálum,nhfþ,félagsmál
Hafnfirðinga,nkfe-s,Hafnfirðingur
og,c,og
var,sfg3eþ,vera
kvaddur,sþgken,kveðja
af,aþ,af
flokksbræðrum,nkfþ,flokksbróðir
sínum,fekfþ,sinn
í,ao,í
framboð,nheo,framboð
til,ae,til
Alþingis,nhee-s,Alþingi
.,.,.
,,
Hér,aa,hér
átti,sfg3eþ,eiga
hann,fpken,hann
sæti,nheo,sæti
í,aþ,í
efri,lveþvm,efri
deild,nveþ,deild
",",",",","
var,sfg3eþ,vera
í,aþ,í
sjútvn.,nveþ,sjútvn.
",",",",","
heilbr.-,nven,heilbr.-
og,c,og
félmn.,lkensf,félmn.
og,c,og
menntmn.,lkensf,menntmn.
og,c,og
var,sfg3eþ,vera
formaður,nken,formaður
hennar,fpvee,hún
.,.,.
,,
Hann,fpken,hann
var,sfg3eþ,vera
ekki,aa,ekki
hávaðamaður,nken,hávaðamaður
",",",",","
en,c,en
vann,sfg3eþ,vinna
með,aþ,með
festu,nveþ,festa
og,c,og
ljúfmennsku,nveþ,ljúfmennska
að,aþ,að
framgangi,nkeþ,framgangur
mála,nhfe,mál
sem,ct,sem
hann,fpken,hann
beitti,sfg3eþ,beita
sér,fpkeþ,sig
fyrir,aa,fyrir
í,aþ,í
þágu,nveþ,þága
bæjarfélags,nhee,bæjarfélag
síns,fehee,sinn
og,c,og
þjóðar,nvee,þjóð
sinnar,fevee,sinn
allrar,fovee,allur
.,.,.
,,
Ég,fp1en,ég
vil,sfg1en,vilja
biðja,sng,biðja
þingheim,nkeo,þingheimur
að,cn,að
minnast,snm,minna
Ingólfs,nkee-s,Ingólfur
Flygenring,nkeo-s,Flygenringur
með,aþ,með
því,fpheþ,það
að,cn,að
rísa,sng,rísa
úr,aþ,úr
sætum,nhfþ,sæti
.,.,.
,,
---,ta,---
[,[,[
Þingheimur,nken-s,Þingheimur
reis,sfg3eþ,rísa
úr,aþ,úr
sætum,nhfþ,sæti
.,.,.
],],]
Fundi,nkeþ,fundur
frestað,ssg,fresta
.,.,.
,,
Fimmtudaginn,nkeog,fimmtudagur
11.,ta,11.
okt.,nvfþ,okt.
",",",",","
kl.,nveng,kl.
2,ta,2
miðdegis,nhee,miðdegi
",",",",","
var,sfg3eþ,vera
fundi,nkeþ,fundur
fram,aa,fram
haldið,sþghen,halda
.,.,.
,,
Forseti,nken,forseti
(,(,(
Árni,nken-s,Árni
Gunnarsson,nken-s,Gunnarsson
),),)
:,:,:
Mér,fp1eþ,ég
tjáir,sfg3en,tjá
skrifstofustjóri,nken,skrifstofustjóri
Alþingis,nhee-s,Alþingi
",",",",","
sem,ct,sem
auðvitað,aa,auðvitað
er,sfg3en,vera
reyndari,lkenvm,reyndur
maður,nken,maður
en,c,en
ég,fp1en,ég
í,aþ,í
þessum,fahfþ,þessi
málum,nhfþ,mál
",",",",","
að,c,að
þessi,faken,þessi
atkvæðafjöldi,nken,atkvæðafjöldi
nægi,lkensf,nægur
ekki,aa,ekki
.,.,.
,,
Ég,fp1en,ég
mun,sfg1en,munu
ekki,aa,ekki
endurtaka,sng,endurtaka
atkvgr.,nveo,atkvgr.
",",",",","
heldur,c,heldur
mun,sfg1en,munu
ég,fp1en,ég
nú,aa,nú
láta,sng,láta
fara,sng,fara
fram,aa,fram
hlutun,nven,hlutun
á,aþ,á
sætum,nhfþ,sæti
.,.,.
,,
Ég,fp1en,ég
vil,sfg1en,vilja
mælast,snm,mæla
til,ae,til
þess,fphee,það
við,ao,við
þm.,nkeo,þm.
",",",",","
að,c,að
þeir,fpkfn,hann
heimili,nheo,heimili
að,c,að
ritarar,nkfn,ritari
dragi,svg3fn,draga
þannig,aa,þannig
að,c,að
það,fphen,það
þurfi,svg3en,þurfa
ekki,aa,ekki
hver,foken,hver
og,c,og
einn,foken,einn
þm.,nken,þm.
að,cn,að
koma,sng,koma
hér,aa,hér
upp,aa,upp
og,c,og
draga,sng,draga
",",",",","
sem,ct,sem
mundi,svg3eþ,munu
draga,sng,draga
mjög,aa,mjög
á,aa,á
tanginn,nkeng,tangi
störf,nhfo,starf
þessa,fakee,þessi
fundar,nkee,fundur
.,.,.
,,
Beiðni,nven,beiðni
forseta,nkee,forseti
um,ao,um
að,c,að
ritarar,nkfn,ritari
drægju,svg3fþ,draga
fyrir,ao,fyrir
deildarmenn,nkfo,deildarmaður
var,sfg3eþ,vera
synjað,sþghen,synja
",",",",","
en,c,en
sætahlutunin,nveng,sætahlutun
fór,sfg3eþ,fara
á,ao,á
þessa,faveo,þessi
leið,nveo,leið
:,:,:
8.,ta,8.
sæti,nhen,sæti
hlaut,sfg3eþ,hljóta
Jóhanna,nven-s,Jóhanna
Sigurðardóttir,nven-s,Sigurðardóttir
.,.,.
,,
9,ta,9
.,.,.
,,
---,ta,---
---,ta,---
Halldór,nken-s,Halldór
E.,nken-s,E.
Sigurðsson,nken-s,Sigurðsson
.,.,.
,,
10,ta,10
.,.,.
,,
---,ta,---
---,ta,---
Pálmi,nken-s,Pálmi
Jónsson,nken-s,Jónsson
.,.,.
,,
11,ta,11
.,.,.
,,
---,ta,---
---,ta,---
Finnur,nken-s,Finnur
Torfi,nken-s,Torfi
Stefánsson,nken-s,Stefánsson
.,.,.
,,
12,ta,12
.,.,.
,,
---,ta,---
---,ta,---
Steingrímur,nken-s,Steingrímur
Hermannsson,nken-s,Hermannsson
.,.,.
,,
13,ta,13
.,.,.
,,
---,ta,---
---,ta,---
Albert,nken-s,Albert
Guðmundsson,nken-s,Guðmundsson
.,.,.
,,
14,ta,14
.,.,.
,,
---,ta,---
---,ta,---
Jónas,nken-s,Jónas
Árnason,nken-s,Árnason
.,.,.
,,
15,ta,15
.,.,.
,,
---,ta,---
---,ta,---
Lúðvík,nken-s,Lúðvík
Jósepsson,nken-s,Jósepsson
.,.,.
,,
16,ta,16
.,.,.
,,
---,ta,---
---,ta,---
Stefán,nken-s,Stefán
Valgeirsson,nken-s,Valgeirsson
.,.,.
,,
17,ta,17
.,.,.
,,
---,ta,---
---,ta,---
Einar,nken-s,Einar
Ágústsson,nken-s,Ágústsson
.,.,.
,,
18,ta,18
.,.,.
,,
---,ta,---
---,ta,---
Geir,nken-s,Geir
Hallgrímsson,nken-s,Hallgrímsson
.,.,.
,,
19,ta,19
.,.,.
,,
---,ta,---
---,ta,---
Matthías,nken-s,Matthías
Á.,nken-s,Á.
Mathiesen,nken-s,Mathiesen
.,.,.
,,
20,ta,20
.,.,.
,,
---,ta,---
---,ta,---
Sverrir,nken-s,Sverrir
Hermannsson,nken-s,Hermannsson
.,.,.
,,
21,ta,21
.,.,.
,,
---,ta,---
---,ta,---
Friðjón,nken-s,Friðjón
Þórðarson,nken-s,Þórðarson
.,.,.
,,
22,ta,22
.,.,.
,,
---,ta,---
---,ta,---
Þórarinn,nken-s,Þórarinn
Sigurjónsson,nken-s,Sigurjónsson
.,.,.
,,
23,ta,23
.,.,.
,,
---,ta,---
---,ta,---
Ingvar,nken-s,Ingvar
Gíslason,nken-s,Gíslason
.,.,.
,,
24,ta,24
.,.,.
,,
---,ta,---
---,ta,---
Garðar,nkeo-s,Garðar
Sigurðsson,nkeo-s,Sigurðsson
.,.,.
,,
25,ta,25
.,.,.
,,
---,ta,---
---,ta,---
Eðvarð,nken-s,Eðvarð
Sigurðsson,nken-s,Sigurðsson
.,.,.
,,
26,ta,26
.,.,.
,,
---,ta,---
---,ta,---
Svava,nven-s,Svava
Jakobsdóttir,nven-s,Jakobsdóttir
.,.,.
,,
27,ta,27
.,.,.
,,
---,ta,---
---,ta,---
Páll,nken-s,Páll
Pétursson,nken-s,Pétursson
.,.,.
,,
28,ta,28
.,.,.
,,
---,ta,---
---,ta,---
Hjörleifur,nken-s,Hjörleifur
Guttormsson,nken-s,Guttormsson
.,.,.
,,
29,ta,29
.,.,.
,,
---,ta,---
---,ta,---
Gunnlaugur,nken-s,Gunnlaugur
Stefánsson,nken-s,Stefánsson
.,.,.
,,
30,ta,30
.,.,.
,,
---,ta,---
---,ta,---
Tómas,nken-s,Tómas
Árnason,nken-s,Árnason
.,.,.
,,
31,ta,31
.,.,.
,,
---,ta,---
---,ta,---
Gils,nhee,gil
Guðmundsson,nken-s,Guðmundsson
.,.,.
,,
32,ta,32
.,.,.
,,
---,ta,---
---,ta,---
Matthías,nken-s,Matthías
Bjarnason,nken-s,Bjarnason
.,.,.
,,
33,ta,33
.,.,.
,,
---,ta,---
---,ta,---
Friðrik,nken-s,Friðrik
Sophusson,nken-s,Sophusson
.,.,.
,,
34,ta,34
.,.,.
,,
---,ta,---
---,ta,---
Kjartan,nken-s,Kjartan
Ólafsson,nken-s,Ólafsson
.,.,.
,,
35,ta,35
.,.,.
,,
---,ta,---
---,ta,---
Svavar,nken-s,Svavar
Gestsson,nken-s,Gestsson
.,.,.
,,
36,ta,36
.,.,.
,,
---,ta,---
---,ta,---
Ellert,nken-s,Ellert
B.,nken-s,B.
Schram,nken-s,Schram
.,.,.
,,
37,ta,37
.,.,.
,,
---,ta,---
---,ta,---
Eggert,nken-s,Eggert
Haukdal,nkee-s,Haukdalur
.,.,.
,,
38,ta,38
.,.,.
,,
---,ta,---
---,ta,---
Lárus,nken-s,Lárus
Jónsson,nken-s,Jónsson
.,.,.
,,
39,ta,39
.,.,.
,,
---,ta,---
---,ta,---
Gunnar,nken-s,Gunnar
Thoroddsen,nken-s,Thoroddsen
.,.,.
,,
40,ta,40
.,.,.
,,
---,ta,---
---,ta,---
Ólafur,nken-s,Ólafur
G.,nken-s,G.
Einarsson,nken-s,Einarsson
.,.,.
,,
Lúðvík,nken-s,Lúðvík
Jósepsson,nken-s,Jósepsson
:,:,:
Herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Þessum,fahfþ,þessi
umr.,nven,umr.
er,sfg3en,vera
nú,aa,nú
að,cn,að
ljúka,sng,ljúka
.,.,.
,,
Ég,fp1en,ég
ræð,sfg1en,ráða
yfir,aþ,yfir
örfáum,lvfþsf,örfár
mínútum,nvfþ,mínúta
.,.,.
,,
Ég,fp1en,ég
verð,sfg1en,verða
því,fpheþ,það
að,cn,að
láta,sng,láta
mér,fp1eþ,ég
nægja,sng,nægja
að,cn,að
drepa,sng,drepa
á,ao,á
aðeins,aa,aðeins
örfá,lhfosf,örfár
atriði,nhfo,atriði
af,aþ,af
þeim,fakeþ,sá
sem,ct,sem
mér,fp1eþ,ég
þykja,sng,þykja
hafa,sfg3fn,hafa
helst,aae,helst
einkennt,ssg,einkenna
þessar,favfo,þessi
umr.,nveo,umr.
,,
Í,aþ,í
fyrsta,lheþve,fyrr
lagi,nheþ,lag
er,sfg3en,vera
þá,aa,þá
á,aþ,á
að,cn,að
minnast,snm,minna
þann,fakeo,sá
einkennilega,lkeevf,einkennilegur
",",",",","
þann,fakeo,sá
sérkennilega,lkeovf,sérkennilegur
feluleik,nkeo,feluleikur
sem,ct,sem
hefur,sfg3en,hafa
átt,ssg,eiga
sér,fpkeþ,sig
stað,nkeþ,staður
í,aþ,í
þessum,fakeþ,þessi
umr.,nveþ,umr.
hjá,aþ,hjá
fulltrúum,nkfþ,fulltrúi
Sjálfstfl.,nvee-s,Sjálfstfl.
og,c,og
Alþfl.,nken-s,Alþfl.
,,
Hvorugur,foken,hvorugur
vill,sfg3en,vilja
við,ao,við
hinn,gken,hinn
kannast,snm,kanna
.,.,.
,,
Þeir,fpkfn,hann
sverja,sfg3fn,sverja
fyrir,ao,fyrir
það,fpheo,það
",",",",","
sjálfstæðismenn,nkfn,sjálfstæðismaður
",",",",","
að,c,að
þeir,fpkfn,hann
beri,svg3fn,bera
nokkra,foveo,nokkur
ábyrgð,nveo,ábyrgð
á,aþ,á
þessari,faveþ,þessi
ríkisstj.,nvfþ,ríkisstj.
sem,ct,sem
þeir,fpkfn,hann
hafa,sfg3fn,hafa
þó,aa,þó
myndað,ssg,mynda
og,c,og
sett,ssg,setja
upp,aa,upp
.,.,.
,,
Allir,fokfn,allur
vita,sfg3fn,vita
að,c,að
Alþfl.,nken-s,Alþfl.
hafði,sfg3eþ,hafa
engan,fokeo,enginn
þingræðislegan,lkeosf,þingræðislegur
rétt,nkeo,réttur
til,ae,til
þess,fphee,það
að,cn,að
mynda,sng,mynda
minnihlutastjórn,nveo,minnihlutastjórn
nema,c,nema
einhver,foken,einhver
annar,foken,annar
flokkur,nken,flokkur
tæki,svg3eþ,taka
ábyrgð,nveo,ábyrgð
á,aþ,á
stjórninni,nveþg,stjórn
---,ta,---
ekki,aa,ekki
veitti,sfg3eþ,veita
henni,fpveþ,hún
hlutleysi,nheo,hlutleysi
.,.,.
,,
Hlutleysi,nhen,hlutleysi
dugar,sfg3en,duga
ekki,aa,ekki
jafnlitlum,lkeþsf,jafnlítill
flokki,nkeþ,flokkur
hér,aa,hér
á,aþ,á
Alþ.,nheþ-s,Alþ.
og,c,og
Alþfl.,nken-s,Alþfl.
er,sfg3en,vera
.,.,.
,,
Auðvitað,aa,auðvitað
þurfti,sfg3eþ,þurfa
forseti,nken,forseti
landsins,nheeg,land
að,cn,að
fá,sng,fá
það,faheo,það
tryggt,ssg,tryggja
að,c,að
til,aa,til
væri,svg3eþ,vera
annar,foken,annar
flokkur,nken,flokkur
sem,ct,sem
tæki,svg3eþ,taka
ábyrgð,nveo,ábyrgð
á,aþ,á
þessari,faveþ,þessi
ríkisstj.,nvfn,ríkisstj.
,,
Það,fpheo,það
gerði,sfg3eþ,gera
Sjálfstfl.,nken-s,Sjálfstfl.
,,
Hann,fpken,hann
skammast,sfm3en,skamma
sín,fpkee,sig
fyrir,ao,fyrir
það,fpheo,það
",",",",","
hann,fpken,hann
vill,sfg3en,vilja
ekki,aa,ekki
bera,sng,bera
ábyrgð,nveo,ábyrgð
á,aþ,á
því,fpheþ,það
.,.,.
,,
Sjálfstfl.,nhfe,Sjálfstfl.
veit,sfg3en,vita
auðvitað,aa,auðvitað
líka,aa,líka
að,c,að
þegar,c,þegar
þessi,faven,þessi
dúkkustjórn,nven,dúkkustjórn
hans,fpkee,hann
fer,sfg1en,fara
að,cn,að
setja,sng,setja
ný,aa,ný
brbl.,lkensf,brbl.
um,ao,um
skattana,nkfog,skattur
frá,aþ,frá
s.l.,as,s.l.
sumri,nheþ,sumar
er,sfg3en,vera
það,fphen,það
gert,sþghen,gera
á,aþ,á
ábyrgð,nveþ,ábyrgð
Sjálfstfl.,nkee-s,Sjálfstfl.
",",",",","
hann,fpken,hann
er,sfg3en,vera
að,cn,að
samþykkja,sng,samþykkja
skattana,nkfog,skattur
.,.,.
,,
Það,fahen,það
þýðir,sfg3en,þýða
ekkert,fohen,enginn
að,cn,að
grafa,sng,grafa
hausinn,nkeog,haus
í,ao,í
sandinn,nkeog,sandur
og,c,og
neita,sng,neita
því,fpheþ,það
",",",",","
það,fpheo,það
veit,sfg3en,vita
öll,foven,allur
þjóðin,nveng,þjóð
.,.,.
,,
En,c,en
menn,nkfn,maður
vita,sfg3fn,vita
auðvitað,aa,auðvitað
miklu,lheþsf,mikill
meira,lheovm,mikill
um,ao,um
skattastefnu,nveo,skattastefna
Sjálfstfl.,nken-s,Sjálfstfl.
,,
Kannske,aa,kannske
fæ,sfg1en,fá
ég,fp1en,ég
einhverjar,fovfo,einhver
mínútur,nvfo,mínúta
til,ae,til
að,cn,að
koma,sng,koma
að,aþ,að
því,fpheþ,það
.,.,.
,,
Svo,aa,svo
er,sfg3en,vera
það,fphen,það
annað,fohen,annar
í,aþ,í
þessum,fakeþ,þessi
umr.,nveþ,umr.
sem,ct,sem
hefur,sfg3en,hafa
vakið,ssg,vekja
athygli,nveo,athygli
mína,feveo,minn
",",",",","
og,c,og
það,fphen,það
er,sfg3en,vera
sá,faken,sá
einkennilegi,lkenvf,einkennilegur
lestur,nken,lestur
sem,ct,sem
í,aþ,í
fyrsta,lheþve,fyrr
lagi,nheþ,lag
Alþfl.-menn,nkfn-s,Alþfl.-maður
halda,sfg3fn,halda
hér,aa,hér
uppi,aa,uppi
.,.,.
,,
Jafnvel,aa,jafnvel
þeir,fakfn,hann
sem,ct,sem
maður,nken,maður
átti,sfg3eþ,eiga
síst,aae,síst
von,nveo,von
á,aþ,á
verða,sng,verða
heilagir,lkfnsf,heilagur
í,aa,í
framan,aa,framan
",",",",","
eins,aa,eins
og,c,og
Sighvatur,nkfn-s,Sighvatur
Björgvinsson,nken-s,Björgvinsson
",",",",","
og,c,og
segja,sfg3fn,segja
:,:,:
Við,fp1fn,ég
viljum,sfg1fn,vilja
kveða,sng,kveða
niður,ao,niður
verðbólguna,nveog,verðbólga
",",",",","
við,fp1fn,ég
erum,sfg1fn,vera
á,aa,á
móti,aþ,móti
verðbólgunni,nveþg,verðbólga
",",",",","
við,fp1fn,ég
höfum,sfg1fn,hafa
staðið,ssg,standa
í,aþ,í
þessu,faheþ,þessi
stríði,nheþ,stríð
við,ao,við
verðbólguna,nveog,verðbólga
allan,fokeo,allur
tímann,nkeog,tími
",",",",","
og,c,og
þið,fp2fn,þú
vitið,sfg2fn,vita
nú,aa,nú
",",",",","
mínir,fekfn,minn
ágætu,lheþsf,ágætur
herrar,nkfn,herra
",",",",","
hvað,fshen,hver
verðbólgan,nveng,verðbólga
er,sfg3en,vera
hættuleg,lvensf,hættulegur
.,.,.
,,
Alþfl.,nkeo,Alþfl.
verður,sfg3en,verða
blátt,aa,blátt
áfram,aa,áfram
að,cn,að
kjósa,sng,kjósa
af,aþ,af
því,fpheþ,það
að,c,að
hann,fpken,hann
vil,sfg1en,vilja
l,nheo,l
kveða,sng,kveða
niður,ao,niður
verðbólguna,nveog,verðbólga
.,.,.
,,
---,ta,---
Hvers,fokee,hver
konar,nkee,konar
vilji,nken,vilji
er,sfg3en,vera
þetta,fahen,þessi
hjá,aþ,hjá
Alþfl.,nkeþ-s,Alþfl.
?,?,?
,,
Hvar,aa,hvar
eru,sfg3fn,vera
till.,nhfe,till.
hans,fpkee,hann
?,?,?
,,
Hvað,fshen,hver
hefur,sfg3en,hafa
verið,ssg,vera
að,cn,að
gerast,snm,gera
?,?,?
,,
Þegar,c,þegar
efnahagslögin,nhfng,efnahagslag
voru,sfg3fþ,vera
samþ.,lheþsf,samþ.
á,aþ,á
s.l.,as,s.l.
vori,nheþ,vor
sagði,sfg3eþ,segja
allur,foken,allur
kór,nken,kór
Alþfl.,nkee-s,Alþfl.
og,c,og
Alþýðublaðið,nhengs,Alþýðublaðið
:,:,:
Tímamótastefnumörkum,nhfþ-s,Tímamótastefnumark
í,aþ,í
átökunum,nhfþg,átök
við,ao,við
verðbólgu,nveo,verðbólga
.,.,.
,,
---,ta,---
Þá,aa,þá
átti,sfg3eþ,eiga
þetta,fahen,þessi
nýja,lhenvf,nýr
frv.,aa,frv.
að,cn,að
marka,sng,marka
tímamót,nhfo,tímamót
",",",",","
og,c,og
í,aþ,í
öllum,fohfþ,allur
meginatriðum,nhfþ,meginatriði
